"LTER_site","local_site","date","slope_asp","easting","northing","tag_type","code_r_ear","code_l_ear","num_r_ear","num_l_ear","weight","stage","sex","repro_status","ear-mites_samp","ear-mite_obs","fleas_samp","fleas_obs","tissue_samp","hair_samp","urine_samp","feces_samp_dry","feces_samp_wet","feces_samp_cae","blood_samp_r-o","blood_samp_ear","smear","nobuto","saliva_samp","rectal_temp","neck_circ","foot_length"
"NWT","WK",2019-07-09,NA,449288,4434176,"A","GY","RR","834","889","164","A","NS","NS","0","N","1","1","2","2","0","0","0","1","NS","0","0","0","1","NS","NS","NS"
"NWT","WK",2019-07-09,NA,449221,4434249,"A","OR","GR","881","898","148","A","NS","NS","0","N","0","0","3","2","1","0","1","1","NS","0","0","0","1","NS","NS","NS"
"NWT","WK",2019-07-09,NA,449242,4434294,"A","RY","OG","822","899","169","A","NS","NS","0","N","1","1","2","2","1","0","1","1","NS","0","0","0","1","NS","NS","NS"
"NWT","WK",2019-07-09,NA,449252,4434186,"A","RG","RB","878","856","168","A","NS","NS","0","N","4","4","2","2","1","0","1","0","NS","NS","0","0","0","NS","NS","NS"
"NWT","WK",2019-07-09,NA,449285,4434161,"A","RB","YW","807","819","209","A","NS","NS","0","N","1","2","2","2","0","0","1","0","NS","NS","0","0","1","NS","NS","NS"
"NWT","WK",2019-07-16,NA,449284,4434291,"C3","HN","HN","NS","NS","51","J","NS","NS","0","N","0","NS","2","2","0","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2019-07-16,NA,449318,4434236,"A","GG","GR","817","811","152","A","NS","NS","0","N","0","NS","3",NA,"1","0","1","1","0","1","0","1",NA,"NS","NS","NS"
"NWT","WK",2019-07-16,NA,449323,4434282,"A","WY","RR","865","867","165","A","NS","NS","0","N","4","4","2","2","0","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2019-07-16,NA,449319,4434263,"A","YB","RW","877","824","104","J","NS","NS","0","N","1","1","2","2","0","1","0","1","0","0","0","0",NA,"NS","NS","NS"
"NWT","WK",2019-07-16,NA,449011,4434378,"C3","LN","LN","NS","NS","NS","J","NS","NS","0","N","0","NS","2",NA,"0","0","0","0","0","0","0","0","0","NS","NS","NS"
"NWT","WK",2019-07-16,NA,449028,4434387,"C3","HN","LN","NS","NS","NS","A","NS","NS","0","N","0","NS","2","2","0","0","0","0","0","0","0","0","0","NS","NS","NS"
"NWT","LL",2019-07-23,NA,449859,4435490,"A","GB","OR","801","804","186","A","F","P/L","0","N","8","8","2","2","1","0","0","0","1","0","1","0","1","NS","NS","27"
"NWT","LL",2019-07-30,NA,450082,4435664,"A","OY","RB","872","637","154","A","F","L","0","N","0","0","2","2","1","0","1","0","0","1","1","0","1","37","NS","30"
"NWT","LL",2019-07-30,NA,449985,4435654,"A","OG","WR","897","859","77","J","NS","U","0","N","0","NS","1","2","1","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","LL",2019-07-30,NA,449832,4435596,"A","RB","OY","815","873","73","J","NS","U","0","N","0","NS","2","2","1","0","0","1","0","0","0","0","1","NS","NS","NS"
"NWT","LL",2019-07-30,NA,449916,4435556,"A","GG","OW","843","851","82","J","NS","U","0","N","0","NS","2","2","1","0","1","1","0","0","0","0",NA,"NS","NS","NS"
"NWT","ML",2019-09-14,NA,448903,4437935,"A","WR","WR","861","803","157","A?","F","U","1","L","0","0","2","2","1","0","1","1","1","0","1","0","1","36.5","NS","30"
"NWT","ML",2019-09-14,NA,449304,4437892,"A","YY","WY","818","821","112","J","F?","U","1","M","0","0","2","2","0","0","1","0","NS","NS","0","0","1","NS","NS","27"
"NWT","WK",2019-10-01,NA,449226,4434283,"A","NS","NS","NS","NS","167","A","M","U","0","N","0","0","1","2","1","1","1","1","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2019-10-01,NA,449310,4434276,"A","NS","NS","NS","NS","196","A","M","U","1","L","0","0","1","2","1","1","1","0","0","0","0","0","1","NS","NS","30"
"NWT","WK",2019-10-01,NA,449454,4434236,"A","WW","GG","850","848","167","A","M","U","1","M","0","0","2","2","1","0","1","0","0","0","0","0","1","NS","NS","31"
"NWT","WK",2019-10-01,NA,449268,4434236,"A","NS","NS","NS","NS","146","J","F","U","0","L","0","0","1","2","1","1","0","0","0","0","0","0","1","NS","NS","31"
"NWT","WK",2019-10-02,NA,449254,4434149,"A","WG","RB","833","858","150","A?","F?","U","1","L","10","10","2","2","0","0","0","0","0","1","0","0","1","NS","NS","31"
"NWT","WK",2019-10-02,NA,449406,4434146,"A","NS","NS","NS","NS","114","J","F?","U","1","M","2","2","1","2","0","1","1","0","0","0","0","0","1","NS","NS","28"
"NWT","WK",2019-10-02,NA,449442,4434335,"A","H","RG","NS","NS","145","J?","M","U","1","L","0","0","3","2","1","0","1","0","0","1","0","0","1","NS","NS","30"
"NWT","WK",2020-07-01,NA,449465,4434236,"A","RR","RR","924","835","124","A","F","L","0","N","0","0","2","2","2","0","1","0","0","0","0","0","1","38","NS","NS"
"NWT","WK",2020-07-01,NA,449341,4434315,"A","WW","WW","952","901","161","A","F","L","0","N","0","1","2","2","1","0","0","1","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-07-01,NA,449352,4434337,"A","YY","YY","949","977","173","NS","NS","NS","0","N","0","1","2","2","1","0","1","1","0","0","0","0",NA,"NS","NS","NS"
"NWT","WK",2020-07-01,NA,449298,4434334,"A","PB","PB","852","863","97","J","NS","NS","0","N","1","1","2","2","2","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-07-01,NA,449326,4434347,"A","PG","PG","839","991","178","A","NS","NS","0","N","4","4","2","2","0","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-07-01,NA,449344,4434327,"A","PW","PW","857","963","153","A","NS","NS","0","N","0","0","2","2","1","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-07-01,NA,449344,4434327,"A","PY","PY","920","960","175","A","M","NS","0","N","5","5","2","2","0","0","1","1","1","0","1","0","1","38.4","NS","28"
"NWT","LL",2020-07-13,"N",450111,4435669,"A","YB","RG","946","918","167","A","M","T","0","N","17","17","2","2","1","0","1","1","0","1","1","0","1","38.1","NS","31"
"NWT","LL",2020-07-13,"N",450111,4435669,"A","WR","PY","994","931","82","J","F","U","0","N","2","3","2","2","2","0","2","1","1","0","1","0","1","38","NS","31"
"NWT","LL",2020-07-13,"N",449990,4435647,"A","YW","GR","995","956","187","A","NS","NS","1","L","3","3","2","2","0","0","1",NA,"0",NA,"0","0","1","NS","NS","NS"
"NWT","LL",2020-07-13,"N",449990,4435647,"A","RG","GG","993","904","184","A","NS","NS","1","L","8","8","2","2","1","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","LL",2020-07-13,"N",449924,4435581,"A","GY","GB","990","1000","154","A","NS","NS","0","N","20","26","2","2","1","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","LL",2020-07-13,"N",449902,4435660,"A","RB","YY","972","974","88","J","M","U","1","L","1","1","2","2","2","0","1","0","0","0","0","0","1","NS","NS","28"
"NWT","ML",2020-07-27,"S",449465,4437835,"A","GB","YW","911","919","165","A","F","L","1","L","2","2","2","2","1","0","1","2","1","0","1","0","1","37.72","NS","29"
"NWT","ML",2020-07-27,"S",449484,4437897,"A","WB","WR","932","950","151","A","F","L","1","M","0","0","1","2","1","0","2","1","1","0","1","0","1","37.22","NS","30"
"NWT","ML",2020-07-27,"S",449303,4437840,"A","YW","GB","961","969","126","A","F","U","1","L","2","3","2","2","2","1","2","0","0","0","0","0","1","37.94","NS","28"
"NWT","ML",2020-07-27,"S",449458,4437869,"A","GB","RG","958","975","118","J","NS","U","1","M","1","1","3","2","1","0","3","0","0","0","0","0","1","NS","NS","NS"
"NWT","ML",2020-07-27,"S",449435,4437879,"A","WR","YB","921","930","52","J","NS","U","1","H","0","0","2","2","1","0","2","0","0","0","0","0","1","NS","NS","25"
"NWT","ML",2020-07-28,"S",448839,4437898,"A","YY","YB","940","925","119","J","NS","U","1","L","1","1","2","2","0","0","0","0","0","0","0","0","1","NS","NS","26"
"NWT","ML",2020-07-28,"S",448751,4437895,"A","RY","WR","916","929","132","J","NS","U","0","N","3","3","2","2","0","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","ML",2020-07-28,"S",448977,4437852,"A","YR","PW","922","917","110","J","NS","U","1","L","0","0","2","2","1","0","2","1","0","0","0","0","1","NS","NS","28"
"NWT","ML",2020-07-28,"S",448892,4437940,"A","YW","WG","928","914","134","A","F","L","0","N","3","4","3","2","1","1","0","1","1","0","0","0","1","NS","NS","23"
"NWT","WK",2020-09-14,"E",449412,4434240,"A","WY","YB","485","432","144","J?","NS","NS","0","N","0","0","2","2","0","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"E",449307,4434209,"A","PB","PW","401","979","142","A?","NS","NS","0","L","0","1","2","2","1","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"E",449300,4434227,"A","WY","PB","472","440","174","A","M","U","0","L","2","2","1","2","0","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"E",449323,4434241,"A","RW","WY","431","913","162","A","NS","NS","1","L","0","0","2","2","1","0","1","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"E",449324,4434262,"A","none","none","none","none","NS","A","NS","NS","0","NS","0","NS","0","0","1","0","1","0","0","0","0","0","0","NS","NS","NS"
"NWT","WK",2020-09-14,"E",449324,4434262,"A","YB","RW","877","824","168","A","M","NS","1","L","0","0","0","2","1","1","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"W",449066,4434382,"A","GB","PB","456","494","149","J","NS","NS","0","N","0","0","2","2","1","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"W",449033,4434358,"A","RW","WG","908","448","157","J","NS","NS","0","N","0","0","2","2","0","0","0","0","0","0","0","0","1","NS","NS","NS"
"NWT","WK",2020-09-14,"W",449030,4434387,"A","YG","YG","406","449","180","A","NS","NS","0","N","1","1","2","2","0","0","0","1","0","0","0","0","1","NS","NS","NS"
