Date,Plot-250,Plot-300,Plot-350,Plot-400,Plot-450,Plot-500,Plot-550,Plot-600 ,Plot-650,Plot-700,Plot-750,Plot-800 ,Plot-850 ,Plot-900 ,Plot-950 ,Plot-1000 
2009-07-08,24.738,24.335,24.362,24.555,23.851,23.31,23.222,22.886,22.59,22.395,,21.689,21.522,21.376,20.639,20.734
2009-07-09,24.828,24.241,24.357,24.053,23.817,23.079,23.356,22.995,22.659,22.396,,21.845,21.583,21.041,20.727,21.049
2009-07-10,24.566,24.066,24.15,23.964,23.676,23.067,23.155,22.856,22.587,22.427,23.203,22.958,21.535,21.073,20.583,20.718
2009-07-11,25.132,24.554,24.662,23.717,24.089,23.426,23.656,23.333,23.031,22.543,22.099,22.18,21.929,21.029,21.008,21.367
2009-07-12,24.615,24.029,24.182,24.304,23.636,22.978,23.122,22.803,22.519,22.02,21.653,21.61,21.395,21.419,20.456,20.516
2009-07-13,23.689,23.13,23.407,23.752,22.95,22.339,22.631,22.116,21.896,21.434,21.168,21.124,20.782,20.886,20.234,20.477
2009-07-14,24.671,24.198,24.362,22.906,23.914,23.352,23.734,23.086,22.872,22.421,22.013,22.033,21.883,20.397,20.973,21.22
2009-07-15,25.445,24.861,25.002,23.911,24.307,23.744,23.833,23.401,23.107,22.579,22.247,22.243,22.021,21.34,20.977,21.152
2009-07-16,23.864,23.764,24.024,24.833,24.418,23.887,23.767,23.431,23.078,22.519,22.139,22.104,22.054,21.438,20.909,20.961
2009-07-17,23.301,23.362,24.521,23.775,24.105,23.51,23.503,23.148,22.77,22.199,21.904,21.761,21.474,21.419,20.563,20.778
2009-07-18,24.507,24.026,23.97,23.939,23.716,23.131,23.139,22.788,22.535,22.008,21.777,21.745,21.49,21.009,20.671,20.782
2009-07-19,23.856,23.442,,23.226,23.101,22.438,22.566,22.151,22.015,21.462,21.307,21.144,20.893,21.036,20.325,20.524
2009-07-20,24.289,23.762,23.815,23.618,23.393,22.761,22.889,22.474,22.358,21.836,21.641,21.509,21.243,20.508,20.639,20.877
2009-07-21,23.722,23.333,23.225,23.161,23.009,22.521,22.605,22.158,22.067,21.593,21.426,21.31,21.02,20.865,20.611,20.706
2009-07-22,25.037,24.386,24.383,24.226,23.916,23.326,23.563,23.107,22.902,22.315,22.095,21.939,21.689,20.746,21.072,21.334
2009-07-23,25.54,25.175,25.046,25.046,24.363,24.053,24.151,23.674,23.275,22.772,22.352,22.304,22.074,21.275,21.096,21.419
2009-07-24,25.46,24.948,24.876,24.73,24.422,23.955,23.763,23.508,23.105,22.545,22.086,22.002,21.781,21.431,20.675,20.759
2009-07-25,24.978,24.373,24.394,24.156,24.026,23.509,23.598,23.469,23.065,22.573,22.31,22.17,22.016,21.201,20.85,20.966
2009-07-26,24.365,23.835,23.837,23.648,23.401,22.8,22.932,22.71,22.364,21.794,21.415,21.399,21.018,21.457,20.178,20.516
2009-07-27,24.588,23.974,23.91,23.874,23.475,22.911,23.075,22.78,22.467,21.961,21.618,21.654,21.244,20.568,20.468,20.85
2009-07-28,25.044,24.421,24.313,24.346,23.871,23.293,23.365,22.938,22.713,22.163,21.88,21.824,21.518,20.834,20.845,21.008
2009-07-29,25.247,24.612,24.524,24.431,24.004,23.402,23.378,22.987,22.582,22.116,21.776,21.709,21.482,21.164,20.556,20.595
2009-07-30,24.487,23.984,23.88,23.708,23.531,22.874,22.862,22.552,22.279,21.749,21.574,21.483,21.26,20.961,20.425,20.579
2009-07-31,24.682,24.206,24.045,23.893,23.699,23.058,23.122,22.763,22.498,21.876,21.637,21.518,21.267,20.771,20.468,20.575
2009-08-01,24.604,23.951,23.782,23.618,23.331,22.623,22.791,22.469,22.156,21.69,21.403,21.331,21.157,20.814,20.131,20.437
2009-08-02,24.354,23.705,23.641,23.409,23.38,22.711,22.799,22.476,22.212,21.666,21.439,21.443,21.233,20.588,20.297,20.448
2009-08-03,23.503,23.178,23.118,22.858,22.874,22.263,22.487,22.064,21.932,21.39,21.199,21.112,20.826,20.731,20.285,20.524
2009-08-04,24.459,23.946,23.878,23.649,23.519,22.923,23.051,22.684,22.471,21.956,21.685,21.613,21.399,20.448,20.591,20.87
2009-08-05,24.354,23.946,23.923,23.682,23.56,23.004,23.281,22.85,22.6,22.173,21.882,21.803,21.541,20.949,20.691,21.109
2009-08-06,24.709,24.175,24.196,23.979,23.788,23.239,23.48,22.96,22.719,22.224,21.885,21.841,21.435,20.966,20.699,21.025
2009-08-07,25.425,24.865,24.874,24.728,24.404,23.853,23.938,23.498,23.224,22.684,22.316,22.248,21.958,20.973,21.032,21.255
2009-08-08,25.478,24.939,24.798,24.637,24.285,23.686,23.554,23.231,22.738,22.219,21.864,21.729,21.518,21.455,20.555,20.615
2009-08-09,24.33,23.684,23.609,23.361,23.251,22.595,22.711,22.449,22.184,21.698,21.427,21.452,21.189,20.969,20.175,20.278
2009-08-10,24.74,24.053,23.973,23.715,23.561,22.924,23.109,22.767,22.408,21.826,21.65,21.587,21.376,20.632,20.397,20.588
2009-08-11,24.707,24.182,24.082,24.006,23.706,23.065,23.262,23.02,22.625,22.066,21.679,21.647,21.397,20.803,20.353,20.596
2009-08-12,23.976,23.506,23.378,23.165,23.221,22.65,22.725,22.33,22.194,21.736,21.561,21.478,21.247,20.787,20.619,20.73
2009-08-13,24.337,23.834,23.887,23.642,23.585,22.997,23.185,22.713,22.589,22.139,21.923,21.792,21.541,20.841,21.068,21.259
2009-08-14,25.183,24.443,24.343,24.246,23.908,23.319,23.395,22.983,22.646,22.192,21.789,21.753,21.559,21.219,20.571,20.651
2009-08-15,23.826,23.369,23.209,22.993,22.937,22.346,22.374,22.031,21.808,21.306,21.108,21.028,20.854,20.957,20.02,20.238
2009-08-16,24.102,23.519,23.515,23.339,23.266,22.686,22.798,22.507,22.199,21.709,21.379,21.347,21.196,20.377,20.297,20.44
2009-08-17,23.966,23.521,23.397,23.217,23.192,22.685,22.873,22.282,22.166,21.732,21.565,21.454,21.167,20.671,20.722,20.762
2009-08-18,25.467,24.782,24.787,24.844,24.282,23.877,23.908,23.514,23.111,22.64,22.236,22.269,22.091,20.849,21.06,21.132
2009-08-19,24.41,23.906,23.794,23.606,23.533,22.941,22.881,22.545,22.226,21.736,21.561,21.521,21.263,21.443,20.416,20.464
2009-08-20,24.33,23.85,23.811,23.445,23.498,22.949,22.901,22.518,22.266,21.78,21.581,21.573,21.399,20.678,20.627,20.504
2009-08-21,25.261,24.735,24.671,24.323,24.188,23.693,23.786,23.327,22.916,22.501,22.02,22.133,22.057,20.929,21.157,21.492
2009-08-22,24.813,24.335,24.279,24.045,23.868,23.322,23.379,23.1,22.798,22.251,22.039,21.972,21.761,21.564,20.956,21.148
2009-08-23,25.038,24.484,24.404,24.339,23.86,23.431,23.342,23.008,22.702,22.168,21.801,21.769,21.511,21.299,20.639,20.802
2009-08-24,24.33,23.887,23.783,23.539,23.518,22.974,22.986,22.695,22.466,21.968,21.804,21.697,21.534,21.009,20.738,20.893
2009-08-25,24.905,24.258,24.271,24.066,23.891,23.361,23.547,23.136,22.797,22.386,21.993,21.994,21.926,21.064,21.205,21.262
2009-08-26,25.499,25.09,25.038,24.807,24.477,24.116,24.459,23.875,23.346,22.898,22.421,22.647,22.281,21.373,21.479,21.791
2009-08-27,25.433,25.017,24.97,24.788,24.491,24.112,24.189,23.79,23.322,22.822,22.594,22.551,22.543,21.839,21.333,21.853
2009-08-28,24.641,24.006,23.905,23.597,23.443,22.858,23.023,22.657,22.36,21.83,21.598,21.511,21.273,21.861,20.421,20.791
2009-08-29,23.604,23.202,23.142,22.89,22.862,22.286,22.271,21.972,21.784,21.267,21.052,20.969,20.691,20.711,20.067,20.349
2009-08-30,24.386,23.771,23.805,23.677,23.413,23.001,23.214,22.815,22.545,22.058,21.662,21.755,21.703,20.258,20.703,21.069
2009-08-31,25.052,24.335,24.283,24.086,23.965,23.431,23.536,23.156,22.899,22.367,22.028,22.02,21.762,21.066,20.965,21.255
2009-09-01,25.754,25.013,24.948,24.908,24.528,23.988,23.885,23.69,23.255,22.776,22.303,22.393,22.319,21.239,21.132,21.283
2009-09-02,25.266,24.78,24.603,24.414,24.236,23.594,23.525,23.161,22.857,22.334,22.119,21.999,21.82,21.642,21.024,21.064
2009-09-03,24.814,24.369,24.196,23.931,23.923,23.301,23.301,22.857,22.689,22.147,22.103,21.931,21.76,21.303,21.044,21.159
2009-09-04,23.854,23.501,23.333,23.109,23.108,22.525,22.605,22.122,22.031,21.569,21.374,21.262,20.952,21.326,20.523,20.658
2009-09-05,22.203,21.987,21.864,21.601,21.581,21.056,21.239,20.488,20.448,19.909,19.691,19.599,19.167,20.599,18.818,18.667
2009-09-06,23.768,23.303,23.231,23.046,23.098,22.597,22.909,22.295,22.233,21.576,21.476,21.563,21.218,18.89,20.358,20.533
2009-09-07,24.825,24.235,24.102,23.972,23.76,23.231,23.335,22.944,22.792,22.192,21.837,21.886,21.752,20.815,20.822,21.105
2009-09-08,24.751,24.121,24.04,23.913,23.713,23.136,23.365,22.939,22.763,22.146,21.814,21.779,21.808,21.225,20.664,20.97
2009-09-09,24.702,24.297,24.201,23.939,23.765,23.248,23.518,23.174,22.861,22.27,21.993,21.878,21.897,21.09,21.018,21.043
2009-09-10,25.065,24.563,24.535,24.319,24.142,23.644,23.826,23.552,23.307,22.605,22.462,22.408,22.382,21.408,21.306,21.35
2009-09-11,24.837,24.199,24.187,23.929,23.808,23.265,23.367,23.003,22.851,22.202,22.05,21.85,21.776,21.831,20.687,20.915
2009-09-12,24.658,24.17,24.089,23.845,23.754,23.12,23.337,22.962,22.79,22.117,21.942,21.854,21.685,21.186,20.707,20.914
2009-09-13,24.123,23.749,23.647,23.553,23.439,22.974,23.104,22.798,22.451,21.907,21.854,21.659,21.327,21.102,20.532,20.816
2009-09-14,23.375,22.942,22.89,22.678,22.666,22.246,22.398,21.792,21.7,21.175,21.092,20.981,20.54,20.887,20.095,20.353
2009-09-15,24.113,23.888,23.718,23.643,23.368,22.959,23.281,22.586,22.366,21.808,21.527,21.444,21.223,20.246,20.366,20.692
2009-09-16,24.147,23.729,23.592,23.444,23.275,22.77,22.906,22.396,22.159,21.602,21.379,21.287,20.894,20.696,20.377,20.611
2009-09-17,24.051,23.603,23.454,23.29,23.249,22.7,22.801,22.499,22.4,21.871,21.58,21.504,21.391,20.52,20.397,20.592
2009-09-18,24.074,23.418,23.386,23.162,23.137,22.524,22.694,22.435,22.255,21.691,21.452,21.444,21.285,20.815,20.394,20.528
2009-09-19,24.536,23.965,23.864,23.635,23.581,22.944,23.197,22.919,22.718,22.138,21.898,21.879,21.762,20.752,20.791,21.046
2009-09-20,23.373,23.076,22.945,22.669,22.757,22.262,22.29,21.927,21.8,21.33,21.243,21.123,20.861,21.126,20.472,20.587
2009-09-21,23.765,23.431,23.303,23.01,23.086,22.538,22.694,22.263,22.119,21.709,21.53,21.458,21.235,20.543,20.706,20.889
2009-09-22,24.047,23.543,23.499,23.223,23.278,22.682,22.766,22.399,22.279,21.793,21.573,21.546,21.363,20.905,20.686,20.806
2009-09-23,23.873,23.442,23.358,23.118,23.114,22.538,22.638,22.239,22.051,21.585,21.398,21.347,21.116,20.893,20.615,20.838
2009-09-24,24.539,23.85,23.863,23.634,23.613,22.983,23.265,22.789,22.684,22.197,21.893,21.974,21.708,20.778,20.961,21.268
2009-09-25,24.878,24.205,24.275,23.855,23.884,23.317,23.644,23.028,23.079,22.408,22.005,22.315,22.129,21.324,21.242,21.221
2009-09-26,24.512,23.939,23.923,23.677,23.621,23.115,23.227,22.742,22.597,21.951,22.009,21.854,21.605,21.779,20.557,20.439
2009-09-27,25.077,24.644,24.587,24.381,24.263,23.796,23.913,23.531,23.258,22.591,22.609,22.445,22.105,21.034,21.181,21.381
2009-09-28,25.185,24.805,24.736,24.422,24.453,24.078,24.179,23.643,23.376,22.733,22.616,22.517,22.205,21.596,21.196,21.368
2009-09-29,24.966,24.548,24.491,24.177,24.161,23.621,23.674,23.397,23.161,22.637,22.489,22.369,22.269,21.663,21.172,21.647
2009-09-30,25.127,24.758,24.656,24.479,24.32,23.789,23.971,23.623,23.341,22.8,22.616,22.452,22.215,21.599,21.327,21.702
2009-10-01,24.585,24.201,24.161,24.013,23.931,23.361,23.546,23.229,22.921,22.281,22.166,22.127,21.988,21.614,20.854,21.169
2009-10-02,23.959,23.589,23.445,23.145,23.201,22.645,22.677,22.222,22.106,21.589,21.45,21.37,21.06,21.261,20.575,20.722
2009-10-03,24.23,23.742,23.661,23.34,23.387,22.855,23.256,22.593,22.468,21.941,21.69,21.646,21.26,20.758,20.738,21.061
2009-10-04,24.652,24.078,24.006,23.721,23.757,23.147,23.207,22.836,22.683,22.164,21.937,21.949,21.731,20.862,20.814,20.973
2009-10-05,24.678,24.278,24.153,23.981,23.941,23.435,23.688,23.232,22.958,22.471,22.227,22.176,21.873,21.236,21.211,21.51
2009-10-06,25.051,24.63,24.465,24.308,24.123,23.744,23.641,23.487,23.06,22.504,22.089,22.129,21.828,21.442,20.758,20.925
2009-10-07,25.011,24.518,24.401,24.168,24.003,23.34,23.512,23.25,22.859,22.384,22.085,22.033,21.879,21.232,20.71,20.826
2009-10-08,25.307,24.817,24.705,24.463,24.394,23.719,23.739,23.5,23.146,22.55,22.311,22.295,22.093,21.292,21.12,21.12
2009-10-09,24.8,24.381,24.284,23.951,23.979,23.438,23.47,23.15,22.942,22.427,22.307,22.347,22.149,21.514,21.363,21.447
2009-10-10,24.599,24.131,24.071,23.857,23.841,23.38,23.513,23.108,22.844,22.249,22.142,22.163,21.876,21.682,20.899,20.868
2009-10-11,24.333,23.902,23.826,23.593,23.569,22.948,22.94,22.625,22.464,22.017,21.829,21.829,21.56,21.538,20.726,20.651
2009-10-12,23.87,23.537,23.397,23.072,23.164,22.637,22.649,22.254,22.066,21.585,21.493,21.338,21.096,21.089,20.591,20.794
2009-10-13,23.747,23.366,23.278,22.982,22.986,22.45,22.55,22.147,21.963,21.482,21.319,21.255,21.085,20.746,20.301,20.496
2009-10-14,23.568,23.174,23.126,22.842,22.906,22.391,22.483,22.08,21.932,21.546,21.327,21.343,21.113,20.619,20.377,20.567
2009-10-15,23.448,23.079,23.059,22.754,22.826,22.339,22.415,22.021,21.932,21.466,21.299,21.219,20.981,20.659,20.397,20.588
2009-10-16,24.106,23.676,23.696,23.283,23.459,22.966,23.3,22.656,22.503,22.013,21.861,21.817,21.519,20.639,20.83,21.145
2009-10-17,24.703,24.332,24.312,24.131,23.993,23.604,23.966,23.354,22.923,22.488,22.248,22.116,21.882,21.208,21.092,21.427
2009-10-18,24.478,23.95,23.897,23.718,23.648,22.999,23.308,22.926,22.539,21.981,21.698,21.65,21.621,21.323,20.448,20.874
2009-10-19,24.491,23.919,23.822,23.593,23.573,22.923,23.14,22.809,22.464,21.922,21.651,21.607,21.469,20.922,20.365,20.66
2009-10-20,23.643,23.105,23.109,22.79,22.914,22.245,22.318,22.072,21.819,21.258,21.058,20.971,21.036,20.863,19.663,19.623
2009-10-21,23.913,23.387,23.306,22.978,23.05,22.485,22.594,22.372,22.066,21.624,21.44,21.325,21.378,20.391,20.004,20.354
2009-10-22,23.239,22.673,22.726,22.41,22.382,21.844,21.913,21.474,21.266,20.733,20.871,20.605,20.376,20.693,19.421,19.358
2009-10-23,24.218,24.014,23.944,23.643,23.614,23.168,23.392,22.874,22.492,21.727,21.695,21.552,21.364,19.986,20.258,20.414
2009-10-24,24.592,24.294,24.12,23.959,23.901,23.451,23.572,22.98,22.662,21.972,21.861,21.638,21.324,20.732,20.528,20.747
2009-10-25,24.733,24.269,24.208,23.955,23.866,23.227,23.384,22.965,22.619,21.969,21.785,21.654,21.436,20.834,20.5,20.774
2009-10-26,24.121,23.515,23.43,23.258,23.234,22.622,22.73,22.423,22.111,21.529,21.259,21.191,20.953,20.87,20.115,20.353
2009-10-27,24.242,23.715,23.635,23.47,23.358,22.814,22.926,22.559,22.251,21.725,21.45,21.347,21.009,20.464,20.285,20.488
2009-10-28,24.206,23.703,23.618,23.346,23.362,22.766,22.994,22.495,22.291,21.725,21.561,21.442,21.24,20.571,20.452,20.758
2009-10-29,23.914,23.492,23.452,23.236,23.223,22.559,22.683,22.368,22.044,21.422,21.152,21.112,20.974,20.722,19.976,19.992
2009-10-30,24.021,23.647,23.656,23.379,23.219,22.499,22.435,22.133,21.821,21.252,20.969,20.966,20.848,20.361,19.623,19.575
2009-10-31,23.329,22.88,22.872,22.533,22.378,21.643,21.623,21.291,21.034,20.529,20.167,20.04,19.824,20.104,18.842,18.778
2009-11-01,23.17,22.706,22.55,22.235,22.254,21.693,21.748,21.466,21.227,20.694,20.544,20.452,20.254,19.33,19.341,19.381
2009-11-02,23.069,22.402,22.33,21.959,21.999,21.394,21.497,21.044,20.853,20.333,20.131,20.17,19.861,19.663,19.111,19.242
2009-11-03,23.933,23.246,23.11,22.85,22.79,22.211,22.275,21.905,21.614,21.049,20.707,20.647,20.401,19.409,19.421,19.441
2009-11-04,23.311,22.974,22.85,22.562,22.622,22.135,22.091,21.757,21.545,21.028,20.917,20.846,20.607,19.821,19.92,20.063
2009-11-05,23.114,22.734,22.694,22.319,22.438,21.924,22.032,21.645,21.581,21.088,20.969,20.965,20.603,20.19,20.079,20.309
2009-11-06,22.835,22.415,22.431,22.096,22.359,21.841,21.945,21.602,21.522,21.069,20.945,20.929,20.56,20.277,19.924,20.179
2009-11-07,23.127,22.719,22.659,22.347,22.547,22.024,22.008,21.753,21.593,21.064,20.941,20.858,20.788,20.198,19.786,19.988
2009-11-08,23.105,22.625,22.542,22.151,22.226,21.816,21.82,21.557,21.338,20.806,20.726,20.591,20.425,20.19,19.666,19.774
2009-11-09,22.457,22.13,21.999,21.72,21.788,21.346,21.33,20.956,20.801,20.293,20.214,20.103,19.841,19.968,19.262,19.195
2009-11-10,22.695,22.159,22.152,21.733,21.917,21.415,21.414,21.045,20.766,20.179,20.107,20.008,20.001,19.417,18.969,19.036
2009-11-11,22.097,21.683,21.671,21.288,21.423,21.061,21.121,20.609,20.37,19.778,19.707,19.719,19.259,19.27,18.723,18.779
2009-11-12,23.428,23.027,23.055,22.691,22.859,22.396,22.686,22.124,21.844,21.092,21.072,20.941,20.871,19.072,19.92,20.004
2009-11-13,24.24,23.871,23.745,23.327,23.604,23.051,23.274,22.832,22.539,21.693,21.709,21.63,21.6,20.365,20.452,20.647
2009-11-14,24.324,23.978,23.974,23.447,23.708,23.223,23.615,23.088,22.611,21.726,21.845,21.606,21.61,20.922,20.488,20.592
2009-11-15,23.74,23.406,23.278,22.906,23.014,22.746,22.97,22.4,21.996,21.399,21.43,21.295,21.074,20.998,20.274,20.302
2009-11-16,22.633,22.422,22.27,22.003,22.003,21.597,21.629,21.1,20.921,20.456,20.309,20.17,19.849,20.647,19.444,19.433
2009-11-17,22.599,22.267,22.251,21.864,22,21.554,21.606,21.176,21.029,20.56,20.568,20.441,20.188,19.496,19.572,19.667
2009-11-18,22.763,22.3,22.296,21.917,22.049,21.471,21.424,21.046,21.006,20.549,20.664,20.394,20.324,19.83,19.627,19.596
2009-11-19,22.767,22.395,22.343,21.972,22.048,21.55,21.578,21.236,21.16,20.675,20.656,20.549,20.576,19.917,19.583,19.623
2009-11-20,23.167,22.771,22.747,22.347,22.491,21.972,22.04,21.702,21.578,21.072,21.029,20.973,20.835,19.977,20.214,20.461
2009-11-21,23.743,23.333,23.398,22.928,23.144,22.571,22.872,22.365,22.156,21.53,21.455,21.447,21.518,20.449,20.369,20.64
2009-11-22,23.68,23.222,23.182,22.846,22.926,22.498,22.806,22.219,21.988,21.335,21.239,21.156,20.894,20.791,20.305,20.564
2009-11-23,23.961,23.467,23.459,23.178,23.174,22.69,22.822,22.504,22.16,21.538,21.232,21.176,21.497,20.468,19.869,20.083
2009-11-24,23.639,23.15,23.022,22.75,22.698,22.139,22.219,21.92,21.573,20.988,20.818,20.718,20.874,20.445,19.524,19.826
2009-11-25,22.749,22.322,22.226,21.903,21.967,21.426,21.434,21.112,20.957,20.42,20.258,20.142,19.928,20.051,19.222,19.436
2009-11-26,22.772,22.452,22.52,22.157,22.224,21.765,22.069,21.567,21.275,20.635,20.572,20.46,20.203,19.484,19.528,19.802
2009-11-27,22.929,22.628,22.677,22.369,22.408,21.949,22.049,21.588,21.268,20.54,20.619,20.536,20.076,19.798,19.27,19.318
2009-11-28,22.473,21.861,21.854,21.503,21.551,20.923,20.895,20.467,20.383,19.882,20.191,19.918,19.771,19.671,18.684,18.442
2009-11-29,22.698,22.23,22.122,21.887,21.983,21.508,21.621,21.319,21.218,20.537,20.553,20.461,20.425,19.149,19.373,19.532
2009-11-30,22.778,22.378,22.297,21.954,22.141,21.635,21.871,21.457,21.332,20.584,20.624,20.465,20.669,19.77,19.345,19.913
2009-12-01,23.033,22.581,22.504,22.149,22.337,21.778,21.903,21.596,21.368,20.68,20.716,20.668,21.118,19.85,19.441,19.968
2009-12-02,22.967,22.479,22.407,22.156,22.156,21.669,21.805,21.491,21.303,20.734,20.56,20.504,20.394,19.957,19.48,19.71
2009-12-03,23.226,22.734,22.638,22.327,22.351,21.781,21.996,21.558,21.371,20.774,20.571,20.524,20.369,19.837,19.52,19.686
2009-12-04,22.518,22.139,22.035,21.76,21.8,21.235,21.334,20.945,20.738,20.23,20.055,20.004,19.933,19.793,19.028,19.207
2009-12-05,23.034,22.494,22.406,22.183,22.143,21.625,21.888,21.35,21.183,20.587,20.412,20.341,20.051,19.369,19.559,19.774
2009-12-06,22.706,22.314,22.31,22.051,22.115,21.541,21.872,21.37,21.223,20.567,20.424,20.357,20.499,19.702,19.373,19.643
2009-12-07,22.63,22.342,22.243,22.019,22.099,21.557,21.78,21.291,21.163,20.587,20.412,20.301,20.115,19.722,19.456,19.659
2009-12-08,22.853,22.342,22.31,22.071,22.051,21.489,21.76,21.211,21.084,20.5,20.305,20.222,19.984,19.67,19.369,19.591
2009-12-09,22.793,22.242,22.21,22.079,21.967,21.434,21.517,21.012,20.897,20.329,20.15,19.996,19.774,19.555,19.119,19.329
2009-12-10,22.67,22.334,22.286,22.003,22.043,21.545,21.705,21.211,21.084,20.516,20.373,20.258,20.087,19.349,19.512,19.734
2009-12-11,22.789,22.414,22.298,22.111,22.079,21.585,21.764,21.243,21.112,20.555,20.424,20.321,20.23,19.635,19.452,19.686
2009-12-12,22.529,22.031,21.999,21.84,21.744,21.203,21.171,20.698,20.535,19.98,19.877,19.714,19.551,19.706,18.854,18.894
2009-12-13,22.302,21.828,21.744,21.565,21.561,21.02,21.004,20.543,20.412,19.904,19.774,19.623,19.441,19.092,18.775,18.89
2009-12-14,22.554,22.003,22.051,21.979,21.78,21.314,21.346,20.762,20.635,20.083,19.817,19.714,19.532,19.044,18.735,18.85
2009-12-15,22.693,22.122,22.083,21.971,21.8,21.271,21.306,20.845,20.651,20.107,19.936,19.845,19.726,19.044,18.905,18.992
2009-12-16,21.971,21.509,21.461,21.31,21.326,20.754,20.782,20.293,20.099,19.536,19.409,19.282,19.103,19.23,18.406,18.442
2009-12-17,21.63,20.961,21.097,20.91,20.755,19.977,20.076,19.564,19.381,18.878,18.331,18.295,18.252,18.628,17.165,17.264
2009-12-18,22.072,21.51,21.394,21.271,21.18,20.599,20.611,20.163,19.932,19.453,19.111,18.989,18.691,17.558,18.049,18.18
2009-12-19,22.814,22.475,22.328,22.052,22.031,21.685,21.92,21.199,21.012,20.361,20.238,20.154,19.92,18.279,19.377,19.449
2009-12-20,22.903,22.551,22.632,22.088,22.248,21.865,22.036,21.467,21.097,20.25,20.171,19.988,20.175,19.52,19.004,19.124
2009-12-21,21.892,21.596,21.645,21.059,21.099,20.379,20.408,19.821,19.605,18.859,19.211,18.771,18.81,19.453,17.695,17.648
2009-12-22,21.704,21.361,21.375,20.804,20.761,20.046,19.999,19.486,19.243,18.628,18.838,18.517,18.291,17.973,17.521,17.668
2009-12-23,22.034,21.727,21.691,21.312,21.463,20.898,21.157,20.612,20.306,19.548,19.516,19.314,19.088,17.815,18.299,18.406
2009-12-24,23.259,23.015,22.806,22.53,22.394,22.027,22,21.49,21.16,20.512,20.353,20.171,19.928,18.608,19.278,19.326
2009-12-25,22.443,21.984,21.945,21.594,21.677,21.112,21.121,20.699,20.628,20.076,19.893,19.79,19.664,19.512,18.953,18.897
2009-12-26,22.101,21.483,21.476,21.061,21.201,20.549,20.672,20.251,20.192,19.592,19.64,19.453,19.26,19.235,18.588,18.493
2009-12-27,21.903,21.225,21.225,20.867,20.955,20.347,20.376,19.816,19.791,19.204,19.513,19.196,19.065,18.835,18.493,18.287
2009-12-28,22.457,21.938,21.834,21.495,21.614,21.073,21.189,20.589,20.366,19.77,19.957,19.592,19.258,18.744,18.695,18.799
2009-12-29,22.569,21.954,21.938,21.411,21.623,20.923,20.899,20.383,20.2,19.6,19.862,19.386,19.288,18.989,18.489,18.203
2009-12-30,21.852,21.529,21.39,21.155,21.175,20.742,20.698,20.337,20.174,19.682,19.591,19.472,19.242,18.715,18.723,18.656
2009-12-31,21.445,21.163,21,20.77,20.817,20.365,20.349,19.976,19.785,19.294,19.23,19.092,18.87,18.862,18.39,18.39
2010-01-01,21.442,21.092,21.052,20.802,20.853,20.353,20.416,19.972,19.805,19.218,19.167,18.977,18.886,18.513,18.132,18.208
2010-01-02,21.825,21.294,21.318,20.871,21.207,20.435,20.595,20.131,19.951,19.295,19.271,19.128,19.501,18.374,18.295,18.332
2010-01-03,21.692,21.137,21.066,20.521,20.708,19.914,19.986,19.466,19.235,18.6,18.866,18.398,18.044,18.665,17.477,17.394
2010-01-04,22.27,21.879,21.879,21.372,21.631,21.053,21.336,20.831,20.386,19.639,19.687,19.516,19.53,17.66,18.394,18.652
2010-01-05,22.174,21.987,21.923,21.559,21.783,21.249,21.408,20.947,20.648,19.925,19.865,19.639,19.637,18.803,18.358,18.664
2010-01-06,22.58,22.22,22.156,21.809,21.905,21.475,21.602,21.109,20.775,20.004,20.044,19.77,19.529,18.91,18.767,18.814
2010-01-07,21.422,21.171,21.028,20.762,20.766,20.27,20.202,19.797,19.575,19.044,19.012,18.846,18.632,19.06,18.053,17.994
2010-01-08,21.195,20.897,20.758,20.5,20.524,20.02,20,19.611,19.421,18.917,18.842,18.675,18.493,18.172,17.887,17.982
2010-01-09,21.165,20.81,20.767,20.417,20.62,20.123,20.251,19.917,19.742,19.167,18.957,18.981,19.054,18.053,18.041,18.378
2010-01-10,21.08,20.506,20.507,20.137,20.26,19.728,19.665,19.28,19.236,18.684,18.589,18.414,18.371,18.355,17.593,17.561
2010-01-11,20.96,20.493,20.474,19.91,20.093,19.232,19.192,18.7,18.577,17.93,18.271,17.95,18.016,17.958,17.121,17.339
2010-01-12,21.823,21.277,21.193,20.812,20.839,20.228,20.307,19.974,19.783,19.176,19.132,19.013,18.971,17.402,17.914,18.057
2010-01-13,22.449,21.981,21.913,21.595,21.702,21.181,21.333,20.971,20.72,20.076,20.048,19.941,19.868,18.39,18.834,18.997
2010-01-14,21.314,21.036,20.841,20.642,20.682,20.21,20.134,19.726,19.543,19.02,19.004,18.79,18.485,19.14,17.95,17.934
2010-01-15,20.837,20.587,20.436,20.21,20.281,19.813,19.797,19.401,19.203,18.719,18.707,18.549,18.358,18.125,17.863,17.819
2010-01-16,21.606,21.211,21.108,20.869,20.909,20.409,20.433,20.059,19.869,19.377,19.242,19.1,18.898,17.95,18.434,18.6
2010-01-17,21.976,21.621,21.509,21.239,21.295,20.742,20.73,20.381,20.198,19.71,19.627,19.48,19.278,18.517,18.802,18.965
2010-01-18,22.275,21.776,21.836,21.474,21.573,21.076,21.164,20.695,20.532,19.996,19.905,19.77,19.536,18.941,19.064,19.195
