Date,Plot-250,Plot-300,Plot-350,Plot-400,Plot-450,Plot-500,Plot-550,Plot-600 ,Plot-650,Plot-700,Plot-750,Plot-800 ,Plot-850 ,Plot-900 ,Plot-950 ,Plot-1000 
2014-04-08,22.909,22.409,22.04,21.756,21.77,21.368,20.844,20.741,20.418,20.251,19.394,20.291,19.327,18.747,18.35,18.283
2014-04-09,22.525,22.158,21.886,21.559,21.62,21.435,20.977,20.496,20.27,19.992,19.397,19.887,19.302,18.989,18.79,18.533
2014-04-10,23.141,22.737,22.468,22.187,22.458,21.911,21.589,21.16,20.873,20.599,20.022,21.168,19.984,19.499,18.854,18.727
2014-04-11,22.408,21.714,21.483,21.26,21.258,20.838,20.27,20,19.675,19.492,18.787,19.025,18.664,18.2,17.903,17.819
2014-04-12,21.808,21.199,20.955,20.66,20.899,20.291,19.866,19.588,19.394,19.307,18.545,19.314,18.446,18.017,17.32,17.093
2014-04-13,22.03,21.309,21.066,20.636,20.782,20.294,19.894,19.827,19.524,19.482,18.803,19.465,18.767,18.212,17.712,17.554
2014-04-14,22.44,21.766,21.537,21.07,21.259,20.808,20.442,20.3,20.038,19.899,19.16,20.106,19.252,18.708,18.061,17.827
2014-04-15,22.984,22.316,22.019,21.652,21.888,21.329,20.883,20.61,20.212,20.157,19.49,20.293,19.375,18.894,18.228,17.994
2014-04-16,23.005,22.311,21.936,21.425,21.621,21.106,20.705,20.697,20.366,20.26,19.648,20.384,19.756,19.244,18.592,18.251
2014-04-17,22.083,21.509,21.223,20.941,20.957,20.631,20.202,19.996,19.778,19.559,18.996,19.278,18.996,18.545,18.113,17.891
2014-04-18,22.337,21.883,21.608,21.276,21.259,20.862,20.425,20.179,19.985,19.771,19.028,19.518,19.104,18.652,18.101,17.962
2014-04-19,21.482,20.988,20.722,20.488,20.496,20.317,19.869,19.754,19.5,19.322,18.806,18.941,18.783,18.346,18.152,17.994
2014-04-20,22.414,22.047,21.727,21.38,21.475,21.026,20.808,20.41,20.104,20.049,19.259,19.669,19.203,18.723,18.446,18.347
2014-04-21,23.194,22.929,22.652,22.391,22.411,22.042,21.755,21.216,20.793,20.599,19.759,20.325,19.618,19.26,18.739,18.509
2014-04-22,23.944,23.623,23.356,22.735,22.876,22.634,22.275,21.938,21.426,21.252,20.559,20.995,20.474,20.072,19.542,19.089
2014-04-23,24.471,24.094,23.786,23.384,23.606,23.058,22.626,22.253,21.774,21.56,20.964,21.438,21.128,20.462,19.924,19.237
2014-04-24,24.351,23.961,23.759,23.364,23.452,22.99,22.526,22.142,21.706,21.497,20.992,21.474,21.061,20.368,19.789,19.19
2014-04-25,24.2,23.674,23.484,23.249,23.45,22.872,22.401,22.091,21.963,21.762,21.157,21.865,21.475,20.735,20.124,19.708
2014-04-26,23.771,23.326,23.071,22.829,23.167,22.512,22.069,21.803,21.734,21.548,20.897,21.408,21.024,20.449,19.907,19.677
2014-04-27,24.2,23.834,23.518,23.268,23.357,22.662,22.202,21.752,21.513,21.269,20.702,21.114,20.565,20.012,19.402,19.125
2014-04-28,23.533,23.101,22.915,22.726,23.224,22.502,22.034,21.937,21.963,21.836,21.071,21.763,21.055,20.54,19.741,19.472
2014-04-29,23.597,23.246,22.875,22.717,23.088,22.424,21.977,21.875,21.703,21.824,20.85,21.459,20.971,20.463,19.693,19.79
2014-04-30,24.177,23.56,23.245,23.028,22.992,22.6,22.009,21.771,21.515,21.324,20.585,21.129,20.699,20.185,19.362,18.886
2014-05-01,24.291,23.759,23.395,23.229,23.577,22.764,22.141,22.042,21.787,21.875,20.918,21.651,21.103,20.506,19.709,19.563
2014-05-02,23.694,23.503,23.154,23.058,23.297,22.671,22.228,21.994,21.737,21.688,20.638,21.003,20.588,20.182,19.548,19.49
2014-05-03,22.813,22.434,22.163,22.031,21.888,21.915,21.501,21.116,20.833,20.85,20.083,20.429,19.984,19.679,19.417,19.234
2014-05-04,23.697,23.217,22.951,22.562,22.981,22.226,21.936,21.485,21.334,21.228,20.339,20.759,20.208,20.034,19.377,19.287
2014-05-05,23.57,23.278,22.996,22.778,23.169,22.462,22.151,21.65,21.184,21.067,20.412,20.49,20.304,19.964,19.459,18.823
2014-05-06,23.562,23.234,23.033,22.728,22.762,22.572,22.169,21.684,21.257,21.167,20.585,20.798,20.468,20.058,19.406,18.696
2014-05-07,22.91,22.654,22.405,22.144,21.938,21.984,21.498,21.117,20.875,20.545,20.05,20.307,20.002,19.617,19.031,18.328
2014-05-08,21.049,20.571,20.373,20.242,20.071,20.024,19.583,19.456,19.239,19.131,18.58,18.747,18.553,18.136,17.875,17.597
2014-05-09,21.55,21.056,20.794,20.544,20.528,20.333,19.889,19.77,19.369,19.207,18.68,18.945,18.763,18.251,17.887,17.53
2014-05-10,19.98,19.611,19.413,19.207,19.052,19.02,18.529,18.43,18.192,18.065,17.55,17.601,17.581,17.145,16.816,16.474
2014-05-11,20.663,20.198,19.992,19.734,19.667,19.552,19.111,18.925,18.731,18.64,18.057,18.152,18.077,17.704,17.47,17.137
2014-05-12,21.955,21.417,21.233,20.915,21.177,20.799,20.47,20.239,20.096,19.973,19.306,19.6,19.354,18.933,18.66,18.441
2014-05-13,22.584,22.054,21.766,21.415,21.617,21.192,20.807,20.576,20.469,20.354,19.627,19.945,19.655,19.298,18.882,18.838
2014-05-14,22.599,21.956,21.765,21.343,21.411,21.064,20.659,20.468,20.274,20.187,19.46,19.782,19.508,19.08,18.707,18.588
2014-05-15,22.48,21.929,21.722,21.335,21.5,21.116,20.739,20.564,20.377,20.171,19.524,19.778,19.572,19.151,18.739,18.604
2014-05-16,22.929,22.353,22.174,21.778,22.177,21.491,21.125,20.938,20.779,20.716,19.957,20.351,20.041,19.596,18.953,18.664
2014-05-17,22.573,22.106,21.919,21.683,21.898,21.36,21.038,20.803,20.657,20.658,19.823,20.146,20.022,19.773,18.937,18.763
2014-05-18,23.047,22.571,22.382,22.14,22.495,21.736,21.43,21.103,20.935,20.941,20.147,20.455,20.361,20.06,19.419,19.137
2014-05-19,23.015,22.515,22.256,21.964,22.009,21.761,21.53,21.109,20.83,20.783,20.155,20.433,20.032,19.766,19.484,19.306
2014-05-20,23.268,22.756,22.56,22.224,22.347,22.073,21.698,21.32,21.181,21.15,20.418,20.677,20.323,20.069,19.675,19.318
2014-05-21,23.879,23.466,23.313,23.019,23.105,22.774,22.459,21.897,21.833,21.634,21.011,21.209,21.019,20.807,20.049,19.74
2014-05-22,23.911,23.498,23.223,23.038,23.113,22.585,22.327,21.848,21.732,21.673,21,21.329,21.107,20.642,19.895,19.932
2014-05-23,23.796,23.287,23.118,22.834,22.88,22.379,21.876,21.593,21.291,21.28,20.465,20.791,20.314,19.802,19.242,19.266
2014-05-24,24.084,23.555,23.33,23.076,23.214,22.444,22.149,21.891,21.58,21.553,20.793,21.233,20.942,20.586,19.564,19.788
2014-05-25,23.886,23.39,23.164,22.951,23.103,22.248,21.877,21.555,21.164,21.062,20.247,20.586,20.096,19.656,19.068,19.144
2014-05-26,23.501,22.876,22.783,22.523,22.481,21.9,21.606,21.364,21.125,20.898,20.223,20.549,20.096,19.612,19.119,18.993
2014-05-27,23.027,22.5,22.308,22.172,21.989,21.653,21.263,21.077,20.838,20.651,19.98,20.235,19.917,19.472,18.913,18.739
2014-05-28,22.875,22.279,22.14,21.713,21.79,21.375,21.04,20.822,20.615,20.437,19.714,19.973,19.702,19.242,18.949,18.783
2014-05-29,23.043,22.447,22.28,21.9,22.146,21.522,21.104,20.989,20.734,20.651,19.96,20.27,20.016,19.556,19.159,19.048
2014-05-30,23.213,22.568,22.42,22,22.09,21.53,21.228,20.953,20.762,20.576,19.746,20.044,19.73,19.262,18.917,18.87
2014-05-31,23.61,22.805,22.601,22.12,22.475,21.773,21.419,21.173,20.982,20.867,20.116,20.343,20.092,19.731,19.234,19.342
2014-06-01,24.281,23.871,23.603,23.321,23.729,22.95,22.675,22.265,22.024,21.778,20.92,21.274,20.694,20.201,19.656,19.394
2014-06-02,24.537,23.976,23.778,23.545,23.994,23.194,22.943,22.57,22.244,22.099,21.431,21.561,21.363,20.788,20.081,19.772
2014-06-03,24.487,24.113,23.931,23.633,23.675,23.126,22.759,22.293,21.953,21.779,21.195,21.439,21.161,20.532,20.003,19.396
2014-06-04,24.494,24.342,24.018,23.836,24.129,23.281,22.981,22.559,22.243,22.047,21.438,21.782,21.426,20.648,20.038,19.61
2014-06-05,23.883,23.149,22.877,22.653,22.542,22.218,21.704,21.533,21.219,21.092,20.425,20.683,20.306,19.873,19.512,19.484
2014-06-06,24.028,23.425,23.168,22.892,22.802,22.339,21.845,21.702,21.443,21.352,20.552,20.931,20.457,20.008,19.492,19.588
2014-06-07,23.407,22.875,22.791,22.566,22.655,22.059,21.51,21.442,21.132,21.073,20.302,20.624,20.167,19.738,19.274,19.215
2014-06-08,23.081,22.565,22.32,22.096,22.029,21.885,21.471,21.296,21.143,21.158,20.468,20.898,20.532,20.179,19.719,19.647
2014-06-09,24.116,23.742,23.541,23.112,23.401,,22.523,22.093,,,,,,,,
2014-06-10,24.883,24.465,24.214,23.887,24.187,,22.917,22.694,,,,,,,,
2014-06-11,24.905,24.523,24.184,24.019,24.206,,23.02,22.809,,,,,,,,
2014-06-12,24.612,24.223,23.894,23.724,24.016,,22.677,22.575,,,,,,,,
2014-06-13,24.017,23.443,23.171,23.038,23.283,,22.108,22.045,,,,,,,,
2014-06-14,24.337,23.674,23.404,23.348,23.262,,22.3,22.281,,,,,,,,
2014-06-15,24.822,24.409,24.032,23.814,23.852,,22.847,22.828,,,,,,,,
2014-06-16,25,24.55,24.169,23.963,24.283,,22.856,22.886,,,,,,,,
2014-06-17,24.534,24.16,23.812,23.635,23.799,,22.6,22.509,,,,,,,,
2014-06-18,23.375,22.751,22.598,22.203,22.147,,21.505,21.47,,,,,,,,
2014-06-19,23.811,23.374,23.246,22.876,23.052,,21.985,22.034,,,,,,,,
2014-06-20,24.197,23.643,23.402,23.057,23.082,,22.422,22.143,,,,,,,,
2014-06-21,25.319,25.083,24.758,24.342,24.555,,23.625,23.265,,,,,,,,
2014-06-22,25.376,25.058,24.705,24.474,24.7,,23.456,23.133,,,,,,,,
2014-06-23,24.865,24.385,24.102,23.86,23.861,,22.726,22.319,,,,,,,,
2014-06-24,25.015,24.626,24.264,24.038,24.229,,22.949,22.658,,,,,,,,
2014-06-25,25.248,24.859,24.501,24.408,24.722,,23.105,23.075,,,,,,,,
2014-06-26,25.923,25.515,25.144,24.948,25.162,,23.802,23.704,,,,,,,,
2014-06-27,25.484,25.044,24.678,24.571,24.463,,23.259,23.217,,,,,,,,
2014-06-28,25.492,25.218,24.745,24.629,25.038,,23.229,23.264,,,,,,,,
2014-06-29,25.056,24.777,24.382,24.166,24.391,,23,23.006,,,,,,,,
2014-06-30,23.956,23.27,23.066,22.845,22.662,,22.071,21.9,,,,,,,,
2014-07-01,24.39,24.075,23.798,23.403,23.799,,22.613,22.542,,,,,,,,
2014-07-02,25.148,24.657,24.279,23.908,24.398,,22.932,22.982,,,,,,,,
2014-07-03,23.755,23.159,22.946,22.698,22.583,,21.864,21.761,,,,,,,,
2014-07-04,24.698,24.535,24.133,23.847,23.936,,22.716,22.822,,,,,,,,
2014-07-05,23.666,23.182,23.021,22.829,22.666,,21.884,21.788,,,,,,,,
2014-07-06,23.945,23.507,23.206,22.95,23.02,,22.223,22.055,,,,,,,,
2014-07-07,24.772,24.51,24.231,23.854,24.291,,23.063,22.793,,,,,,,,
2014-07-08,24.655,24.076,23.789,23.572,23.598,,22.499,22.436,,,,,,,,
2014-07-09,23.733,23.369,23.12,22.843,22.915,,21.988,21.977,,,,,,,,
2014-07-10,24.446,24.066,23.771,23.562,23.623,,22.516,22.454,,,,,,,,
2014-07-11,23.957,23.58,23.367,23.042,22.742,,22.271,22.043,,,,,,,,
2014-07-12,24.827,24.441,24.153,23.915,24.246,,22.936,22.797,,,,,,,,
2014-07-13,24.47,24.017,23.69,23.459,23.565,,22.642,22.5,,,,,,,,
2014-07-14,24.124,23.768,23.472,23.219,23.391,,22.449,22.343,,,,,,,,
2014-07-15,24.416,24.095,23.813,23.411,23.444,,22.578,22.423,,,,,,,,
2014-07-16,24.413,24.005,23.779,23.412,23.524,,22.651,22.408,,,,,,,,
2014-07-17,24.692,24.182,23.903,23.597,23.777,,22.859,22.633,,,,,,,,
2014-07-18,24.063,23.598,23.357,22.971,22.877,,22.26,22.001,,,,,,,,
2014-07-19,23.615,23.235,22.938,22.634,22.849,,22.028,21.896,,,,,,,,
2014-07-20,24.944,24.637,24.296,23.888,24.279,,23.217,22.79,,,,,,,,
2014-07-21,25.101,24.691,24.354,24.245,24.232,,23.243,22.74,,,,,,,,
2014-07-22,24.225,23.426,23.234,23.999,23.69,,23.351,23.113,,22.128,21.915,22.028,21.503,21.106,20.363,20.615
2014-07-23,25.322,24.826,24.477,,,,23.332,23.084,22.964,22.341,22.049,21.987,21.408,21.169,20.536,20.46
2014-07-24,25.48,24.867,24.474,,,,22.893,22.73,22.633,21.928,21.776,21.546,21.072,20.838,20.321,20.297
2014-07-25,25.678,25.175,24.772,,,,23.231,23.079,22.963,22.296,21.972,21.802,21.216,21.037,20.401,20.373
2014-07-26,25.99,25.699,25.227,,,,23.647,23.351,23.243,22.563,22.239,22.061,21.455,21.22,20.54,20.536
2014-07-27,25.949,25.514,25.174,,,,23.726,23.602,23.55,22.97,22.737,22.653,22.112,21.829,21.057,21.158
2014-07-28,25.364,25.079,24.672,,,,23.346,23.275,23.282,22.768,22.478,22.363,21.807,21.608,20.648,20.732
2014-07-29,24.826,24.464,24.067,,,,22.543,22.339,22.243,21.554,21.438,21.253,20.564,20.465,20.047,20.195
2014-07-30,24.932,24.691,24.255,,,,22.94,22.652,22.623,22.054,21.864,21.625,21.049,20.81,20.323,20.55
2014-07-31,23.316,22.902,22.845,,,,22.429,22.346,22.373,21.742,21.638,21.477,20.959,20.803,20.453,20.453
2014-08-01,23.316,22.902,22.845,,,,22.817,22.525,22.516,21.983,21.702,21.581,21.085,21.074,20.472,20.859
2014-08-02,23.365,22.941,22.733,,,,21.617,21.457,21.501,20.893,20.933,20.535,20.337,20.17,19.956,19.774
2014-08-03,25.004,24.503,24.292,,,,23.007,22.443,22.727,22.138,21.837,21.751,21.328,21.217,20.48,20.692
2014-08-04,24.855,24.303,24.001,,,,22.571,22.523,22.535,21.889,21.761,21.607,21.208,21.005,20.413,20.321
2014-08-05,24.798,24.351,24.085,,,,22.705,22.698,22.697,22.039,22.027,21.844,21.482,21.299,20.857,20.873
2014-08-06,24.773,24.272,24.05,,,,22.827,22.627,22.706,22,21.932,21.77,21.331,21.152,20.794,20.989
2014-08-07,25.4,24.924,24.644,,,,23.264,22.948,23.032,22.599,22.121,22.092,21.633,21.433,20.679,20.899
2014-08-08,24.332,23.891,23.734,,,,22.278,22.079,22.131,21.47,21.37,21.08,20.695,20.456,20.047,20.039
2014-08-09,24.539,23.942,23.789,,,,22.407,22.184,22.295,21.642,21.486,21.3,20.862,20.739,20.178,20.533
2014-08-10,25.13,24.469,24.225,,,,22.736,22.593,22.685,22.126,21.746,21.83,21.406,21.183,20.278,20.135
2014-08-11,24.366,23.875,23.727,,,,22.514,22.438,22.45,21.888,21.864,21.713,21.299,21.112,20.702,20.746
2014-08-12,24.503,23.948,23.803,,,,22.662,22.53,22.566,21.963,22.035,21.765,21.45,21.247,20.992,21.02
2014-08-13,25.052,24.523,24.418,,,,23.091,22.976,22.988,22.458,22.064,22.148,21.587,21.36,20.647,20.735
2014-08-14,25.767,25.161,24.888,,,,23.303,23.16,23.168,22.545,22.165,22.248,21.792,21.421,20.568,20.5
2014-08-15,25.698,25.186,24.909,,,,23.388,23.221,23.184,22.686,22.377,22.535,22.03,21.646,20.783,20.496
2014-08-16,24.255,23.757,23.549,,,,22.394,22.278,22.322,21.688,21.752,21.418,21.179,20.972,20.694,20.583
2014-08-17,25.092,24.531,24.341,,,,23.057,22.909,22.997,22.302,22.342,22.14,21.764,21.577,21.171,21.159
2014-08-18,25.319,24.701,24.386,,,,23.05,22.874,22.93,22.388,22.112,22.11,21.679,21.424,20.762,20.715
2014-08-19,24.983,24.507,24.294,,,,22.91,22.822,22.778,22.135,22.015,21.901,21.502,21.259,20.814,20.706
2014-08-20,24.607,24.117,23.847,,,,22.566,22.522,22.558,21.88,21.983,21.813,21.438,21.223,20.786,20.798
2014-08-21,24.961,24.349,24.111,,,,22.885,22.729,22.745,22.119,22.015,21.872,21.534,21.291,20.857,20.73
2014-08-22,23.662,23.137,22.965,,,,21.872,21.76,21.752,21.127,21.199,20.829,20.603,20.424,20.242,20.103
2014-08-23,23.333,22.877,22.745,,,,21.748,21.589,21.652,21.048,21.115,20.758,20.551,20.357,20.21,20.035
2014-08-24,24.395,24.134,23.908,,,,22.997,22.47,22.573,21.831,21.603,22.096,21.022,21.019,20.537,20.537
2014-08-25,24.19,23.93,23.687,,,,22.667,22.325,22.304,21.648,21.436,21.375,20.896,20.641,20.135,20.096
2014-08-26,25.056,24.812,24.454,,,,23.296,22.948,23.003,22.409,22.224,22.545,21.659,21.552,20.842,20.906
2014-08-27,25.648,25.049,24.903,,,,23.45,23.202,23.166,22.55,22.338,22.228,21.757,21.422,20.937,20.877
2014-08-28,25.891,25.296,25.064,,,,23.454,23.254,23.206,22.526,22.251,22.32,21.63,21.255,20.671,20.802
2014-08-29,23.291,22.802,22.655,,,,21.49,21.502,21.566,20.834,20.822,20.652,20.226,20.115,19.786,19.734
2014-08-30,23.926,23.348,23.135,,,,21.924,21.812,21.92,21.271,21.243,21.069,20.699,20.46,20.087,20.155
2014-08-31,24.165,23.583,23.47,,,,22.127,22.003,22.115,21.53,21.307,21.437,20.719,20.476,19.96,20.079
2014-09-01,24.125,23.719,23.638,,,,22.409,22.217,22.304,21.719,21.435,21.841,20.855,20.616,20.186,20.418
2014-09-02,24.649,24.108,23.951,,,,22.757,22.518,22.578,21.924,21.824,21.634,21.235,21.012,20.766,20.834
2014-09-03,25.127,24.565,24.457,,,,23.15,22.863,22.927,22.336,22.024,22.363,21.543,21.332,20.691,20.87
2014-09-04,24.312,23.782,23.573,,,,22.386,22.334,22.338,21.656,21.712,21.514,21.167,20.933,20.571,20.547
2014-09-05,24.304,23.809,23.6,,,,22.474,22.347,22.431,21.809,21.693,21.695,21.216,20.965,20.599,20.711
2014-09-06,24.909,24.389,24.203,,,,22.939,22.72,22.735,22.14,21.813,22.141,21.392,21.097,20.543,20.643
2014-09-07,23.401,22.881,22.713,,,,21.477,21.402,21.453,20.825,20.845,20.563,20.226,20.023,19.849,19.825
2014-09-08,24.21,23.763,23.586,,,,22.244,22.164,22.204,21.574,21.51,21.731,20.962,20.779,20.464,20.529
2014-09-09,24.614,24.154,24.045,,,,22.884,22.617,22.684,22.174,21.91,22.488,21.417,21.174,20.711,20.899
2014-09-10,24.647,24.2,24.07,,,,22.881,22.602,22.649,22.051,21.779,22.843,21.449,21.075,20.521,20.637
2014-09-11,24.401,23.819,23.799,,,,22.498,22.458,22.434,21.856,21.585,22.03,21.128,20.846,20.373,20.552
2014-09-12,25.274,24.582,24.538,,,,23.388,23.18,23.215,22.6,22.272,23.323,21.972,21.72,20.965,21.113
2014-09-13,25.585,24.784,24.615,,,,23.105,23.025,22.929,22.246,22.055,22.009,21.53,21.243,20.798,20.671
2014-09-14,24.473,23.874,23.637,,,,22.461,22.398,22.366,21.68,21.748,21.569,21.219,20.992,20.551,20.528
2014-09-15,24.07,23.523,23.367,,,,22.215,22.147,22.283,21.697,21.566,21.624,21.045,20.878,20.417,20.365
2014-09-16,24.192,23.648,23.482,,,,22.323,22.1,22.219,21.609,21.361,21.973,20.713,20.721,20.223,20.048
2014-09-17,24.652,24.004,23.891,,,,22.728,22.549,22.701,22.167,21.96,23.159,21.563,21.422,20.797,20.677
2014-09-18,24.825,24.292,24.087,,,,22.994,23.012,23.124,22.513,22.415,23.094,21.891,21.618,21.11,20.987
2014-09-19,24.447,24.158,23.912,,,,22.953,22.708,22.829,22.194,22.009,22.772,21.548,21.297,20.886,21.149
2014-09-20,23.822,23.373,23.233,,,,22.178,22.043,22.138,21.43,21.43,21.369,20.849,20.627,20.408,20.464
2014-09-21,24.638,24.062,23.989,,,,22.79,22.727,22.779,22.237,21.924,22.251,21.407,21.184,20.667,20.687
2014-09-22,24.777,24.221,24.012,,,,22.778,22.77,22.75,22.136,22.111,22.629,21.634,21.359,20.925,20.845
2014-09-23,24.098,23.729,23.507,,,,22.483,22.283,22.359,21.706,21.673,21.827,21.14,20.993,20.627,20.787
2014-09-24,24.042,23.579,23.35,,,,22.211,22.271,22.342,21.649,21.661,21.8,21.164,20.893,20.591,20.707
2014-09-25,23.378,22.909,22.717,,,,21.565,21.581,21.609,20.973,20.98,20.927,20.401,20.134,19.853,19.861
2014-09-26,23.152,22.655,22.519,,,,21.455,21.363,21.53,20.846,20.731,20.794,20.135,20.072,19.718,19.699
2014-09-27,24.045,23.549,23.312,,,,22.356,22.089,22.264,21.611,21.491,22.084,20.895,20.764,20.373,20.39
2014-09-28,25.019,24.578,24.342,,,,23.344,23.002,23.053,22.314,22.053,22.865,21.706,21.294,20.76,20.637
2014-09-29,25.001,24.472,24.549,,,,23.575,23.121,23.029,21.911,21.979,23.292,21.911,21.251,20.178,19.821
2014-09-30,25.412,24.957,24.891,,,,23.988,23.702,23.645,22.636,22.658,23.689,22.432,21.667,21.031,20.909
2014-10-01,25.575,24.968,24.83,,,,23.929,23.647,23.647,22.763,22.79,24.04,22.722,21.954,21.361,21.576
2014-10-02,25.38,24.618,24.545,,,,23.234,23.151,23.19,22.47,22.379,22.711,21.793,21.554,21.156,21.303
2014-10-03,25.734,24.93,24.84,,,,23.864,23.75,23.639,22.942,22.813,24.201,22.644,22.025,21.348,21.61
2014-10-04,24.902,24.461,24.335,,,,23.382,23.217,23.226,22.346,22.56,23.936,22.263,21.576,20.777,20.68
2014-10-05,24.638,24.104,23.873,,,,22.583,22.595,22.635,21.915,22.046,23.796,21.935,21.362,20.647,20.629
2014-10-06,25.098,24.449,24.242,,,,22.865,23.075,22.865,22.166,22.058,23.125,22.029,21.203,20.6,20.326
2014-10-07,24.963,24.286,24.096,,,,22.622,22.534,22.474,21.721,21.641,21.868,21.169,20.663,20.099,19.794
2014-10-08,24.62,24.351,24.262,,,,22.838,22.755,22.654,21.908,21.816,22.439,21.337,20.934,20.401,20.04
2014-10-09,23.998,23.532,23.347,,,,21.865,21.826,21.866,21.245,21.292,21.445,20.745,20.399,20.008,19.771
2014-10-10,23.949,23.396,23.215,,,,21.876,21.573,21.649,21.017,21.227,20.727,20.373,20.349,20.012,19.79
2014-10-11,24.682,24.384,24.184,,,,22.973,22.699,22.434,21.648,21.762,21.729,20.856,20.657,20.108,19.878
2014-10-12,25.134,24.606,24.342,,,,22.936,22.785,22.676,21.998,22.121,22.562,21.702,21.178,20.616,20.275
2014-10-13,23.939,23.445,23.261,,,,22.183,22.191,22.147,21.47,21.458,21.535,20.897,20.583,20.174,20
2014-10-14,23.339,22.923,22.687,,,,21.514,21.478,21.459,20.79,20.782,21.08,20.362,20.191,19.782,19.552
2014-10-15,24.466,24.361,24.011,,,,23.221,22.778,22.809,21.995,21.858,22.956,21.644,21.25,20.668,20.522
2014-10-16,24.73,24.121,24.032,,,,22.932,22.561,22.581,21.83,21.993,21.999,21.354,21.114,20.481,20.219
2014-10-17,23.965,23.396,23.228,,,,21.451,21.149,21.515,20.798,21.23,21.158,20.344,20.231,19.712,19.709
2014-10-18,24.162,23.458,23.326,,,,22.206,22.22,22.371,21.712,21.8,22.475,21.558,21.052,20.613,20.423
2014-10-19,23.947,23.365,23.156,,,,21.957,21.991,22.121,21.483,21.503,21.629,21.004,20.728,20.23,19.952
2014-10-20,24.082,23.525,23.348,,,,21.893,21.953,22.036,21.307,21.223,21.21,20.588,20.353,20.02,19.901
2014-10-21,24.846,24.317,24.061,,,,22.825,22.791,22.805,22.046,21.898,22.879,21.601,21.026,20.5,20.708
2014-10-22,24.815,24.326,24.126,,,,22.953,22.887,22.834,22.011,21.999,22.786,21.821,21.115,20.553,20.882
2014-10-23,24.526,23.957,23.763,,,,22.509,22.562,22.549,21.723,21.706,22.188,21.387,21.058,20.524,20.616
2014-10-24,24.702,24.401,24.016,,,,22.94,22.906,22.936,22.185,22.092,22.742,21.861,21.403,20.858,21.029
2014-10-25,24.363,23.952,23.784,,,,22.861,22.57,22.738,21.737,21.649,21.933,21.073,20.89,20.44,20.445
2014-10-26,24.597,24.151,23.933,,,,22.86,22.759,22.844,21.762,21.845,21.96,21.626,21.082,20.468,20.485
2014-10-27,24.481,23.833,23.692,,,,22.666,22.551,22.83,21.953,21.948,21.839,21.659,21.397,20.811,20.756
2014-10-28,25.085,24.464,24.184,,,,22.803,23.021,22.923,22.273,22.148,22.767,21.917,21.304,20.603,20.583
2014-10-29,24.341,23.874,23.654,,,,22.513,22.509,22.377,21.716,21.756,21.709,21.275,20.925,20.559,20.325
2014-10-30,24.433,23.919,23.67,,,,22.445,22.37,22.298,21.653,21.64,21.454,21.1,20.862,20.611,20.385
2014-10-31,23.69,23.237,23.057,,,,22.318,21.999,22.075,21.306,21.342,21.04,20.683,20.619,20.4,20.218
2014-11-01,24.688,24.302,24.117,,,,23.204,23.001,23.004,22.029,22.128,22.315,21.825,21.384,20.87,20.974
2014-11-02,24.189,23.642,23.474,,,,22.442,22.43,22.51,21.868,21.836,21.854,21.379,21.132,20.813,20.734
2014-11-03,23.971,23.502,23.253,,,,22.135,22.167,22.103,21.482,21.446,21.455,20.997,20.699,20.265,20.294
2014-11-04,22.562,22.079,21.844,,,,20.679,20.659,20.575,19.873,20.004,19.754,19.389,19.112,18.802,18.664
2014-11-05,21.549,21.104,20.905,,,,19.881,19.571,19.766,19.064,19.06,18.767,18.386,18.303,18.053,17.863
2014-11-06,23.232,22.692,22.455,,,,21.821,21.328,21.522,20.679,20.766,20.564,20.306,20.107,19.71,19.599
2014-11-07,21.503,21.069,20.902,,,,19.993,19.814,19.826,19.179,19.251,18.941,18.695,18.509,18.295,18.081
2014-11-08,23.27,22.995,22.681,,,,21.747,21.378,21.408,20.517,20.664,20.93,19.989,19.743,19.258,19.096
2014-11-09,24.617,24.07,23.949,,,,22.998,22.712,22.686,21.857,21.92,21.955,21.627,21.148,20.643,20.631
2014-11-10,24.23,23.712,23.579,,,,22.886,22.435,22.454,21.629,21.589,21.616,21.009,20.675,20.361,20.46
2014-11-11,23.906,23.313,23.119,,,,21.973,21.934,21.773,21.045,21.025,21.068,20.56,20.266,19.932,20.135
2014-11-12,23.392,22.931,22.758,,,,21.763,21.864,21.71,20.815,20.783,21.1,20.479,20.152,19.659,19.913
2014-11-13,22.634,21.919,21.783,,,,20.676,20.697,20.856,20.104,20.073,20.059,19.649,19.489,18.921,18.786
2014-11-14,23.172,22.544,22.444,,,,21.523,21.641,21.606,20.806,20.902,20.785,20.355,20.06,19.643,19.707
2014-11-15,23.726,23.374,23.116,,,,22.1,22.161,22.052,21.311,21.255,21.271,20.763,20.369,19.901,19.921
2014-11-16,23.879,23.354,23.117,,,,21.991,21.931,21.951,21.251,21.334,21.264,20.83,20.543,20.135,20.091
2014-11-17,23.922,23.421,23.133,,,,21.967,21.927,21.955,21.227,21.386,21.195,20.885,20.635,20.277,20.246
2014-11-18,23.929,23.408,23.115,,,,21.904,21.901,21.841,21.037,21.06,20.994,20.596,20.325,19.841,19.853
2014-11-19,23.37,22.83,22.626,,,,21.541,21.406,21.473,20.774,20.869,20.655,20.305,20.091,19.758,19.746
2014-11-20,23.27,22.726,22.474,,,,21.398,21.299,21.243,20.428,20.512,20.297,19.956,19.722,19.401,19.5
