Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2023-09-14,Fa,594654,60102,101504,37419,327600,72519,6784,4345373,63805,NA,NA,21,20.3
Bonneville,2023-09-15,Fa,605559,61717,102501,37637,327600,74710,7217,4345373,63816,NA,NA,22,20.3
Bonneville,2023-09-16,Fa,616896,63409,103588,37909,327600,76902,7656,4345373,63832,NA,NA,24,20.4
Bonneville,2023-09-17,Fa,628704,65497,104572,38127,327600,79713,8196,4345373,63845,NA,NA,25,20.3
Bonneville,2023-09-18,Fa,637850,67389,105381,38317,327600,83610,8964,4345373,63863,NA,NA,27,20.1
Bonneville,2023-09-19,Fa,643474,68599,105912,38433,327600,85803,9229,4345373,63871,NA,NA,28,19.8
Bonneville,2023-09-20,Fa,648822,69927,106348,38526,327600,87393,9464,4345373,63881,NA,NA,28,NA
Bonneville,2023-09-21,Fa,653798,71022,106791,38631,327600,88649,9728,4345373,63886,NA,NA,28,NA
Bonneville,2023-09-22,Fa,659850,72191,107276,38743,327600,90064,10051,4345373,63896,NA,NA,28,NA
Bonneville,2023-09-23,Fa,664732,73215,107761,38879,327600,91604,10363,4345373,63901,NA,NA,29,NA
Bonneville,2023-09-24,Fa,669717,74319,108327,39029,327600,93044,10721,4345373,63902,NA,NA,29,NA
Bonneville,2023-09-25,Fa,673624,75266,108794,39149,327600,93882,10917,4345373,63908,NA,NA,29,NA
Bonneville,2023-09-26,Fa,678116,76082,109316,39271,327600,95629,11358,4345373,63909,NA,NA,33,NA
Bonneville,2023-09-27,Fa,682913,77049,109843,39398,327600,97865,11814,4345373,63906,NA,NA,33,NA
Bonneville,2023-09-28,Fa,688047,78079,110617,39605,327600,100890,12442,4345373,63907,NA,NA,36,NA
Bonneville,2023-09-29,Fa,691250,78742,111199,39728,327600,103503,12802,4345373,63907,NA,NA,36,NA
Bonneville,2023-09-30,Fa,693024,79163,111533,39814,327600,106010,13092,4345373,63906,NA,NA,36,NA
Bonneville,2023-10-01,Fa,693913,79414,111801,39896,327600,107322,13261,4345373,63907,NA,NA,36,NA
Bonneville,2023-10-02,Fa,695491,79680,112109,39986,327600,108856,13466,4345373,63911,NA,NA,36,NA
Bonneville,2023-10-03,Fa,698417,80199,112520,40110,327600,111352,13917,4345373,63913,NA,NA,36,NA
Bonneville,2023-10-04,Fa,699720,80407,112774,40178,327600,112588,14319,4345373,63917,NA,NA,36,NA
Bonneville,2023-10-05,Fa,701861,80837,113046,40243,327600,114661,14744,4345373,63921,NA,NA,36,NA
Bonneville,2023-10-06,Fa,704327,81373,113310,40329,327600,117366,15169,4345373,63921,NA,NA,36,NA
Bonneville,2023-10-07,Fa,706466,81927,113524,40383,327600,120565,15650,4345373,63927,NA,NA,36,NA
Bonneville,2023-10-08,Fa,708911,82427,113754,40454,327600,122628,16076,4345373,63927,NA,NA,36,NA
Bonneville,2023-10-09,Fa,710435,82734,113916,40508,327600,123752,16370,4345373,63924,NA,NA,36,NA
Bonneville,2023-10-10,Fa,712434,83118,114104,40569,327600,124695,16529,4345373,63922,NA,NA,36,NA
Bonneville,2023-10-11,Fa,713585,83424,114179,40588,327600,125470,16702,4345373,63923,NA,NA,36,NA
Bonneville,2023-10-12,Fa,714054,83505,114233,40608,327600,125689,16784,4345373,63930,NA,NA,36,NA
Bonneville,2023-10-13,Fa,715565,83855,114403,40675,327600,126700,16984,4345373,63933,NA,1,36,NA
Bonneville,2023-10-14,Fa,716270,84021,114577,40780,327600,127297,17081,4345373,63934,NA,1,36,NA
Bonneville,2023-10-15,Fa,717003,84200,114705,40837,327600,127906,17180,4345373,63934,NA,1,36,NA
Bonneville,2023-10-16,Fa,717434,84300,114735,40844,327600,128070,17232,4345373,63934,NA,1,36,NA
Bonneville,2023-10-17,Fa,717977,84394,114781,40861,327600,128359,17320,4345373,63937,NA,1,36,NA
Bonneville,2023-10-18,Fa,718367,84490,114812,40876,327600,128522,17357,4345373,63937,NA,1,36,NA
Bonneville,2023-10-19,Fa,718852,84578,114856,40893,327600,128695,17412,4345373,63937,NA,2,36,NA
Bonneville,2023-10-20,Fa,719249,84657,114893,40901,327600,128864,17453,4345373,63938,NA,2,36,NA
Bonneville,2023-10-21,Fa,719722,84800,114935,40929,327600,129016,17490,4345373,63935,NA,4,36,NA
Bonneville,2023-10-22,Fa,719971,84856,114974,40942,327600,129181,17517,4345373,63936,NA,5,36,NA
Bonneville,2023-10-23,Fa,720143,84893,115002,40947,327600,129328,17548,4345373,63936,NA,7,36,NA
Bonneville,2023-10-24,Fa,720406,84937,115030,40959,327600,129404,17557,4345373,63936,NA,8,36,NA
Bonneville,2023-10-25,Fa,720603,84990,115055,40969,327600,129466,17565,4345373,63937,NA,12,36,NA
Bonneville,2023-10-26,Fa,720839,85020,115074,40978,327600,129553,17607,4345373,63937,NA,19,36,NA
Bonneville,2023-10-27,Fa,720971,85049,115093,40991,327600,129675,17628,4345373,63938,NA,20,36,NA
Bonneville,2023-10-28,Fa,721137,85091,115125,41002,327600,129773,17640,4345373,63938,NA,29,36,NA
Bonneville,2023-10-29,Fa,721287,85128,115156,41014,327600,129842,17647,4345373,63938,NA,38,36,NA
Bonneville,2023-10-30,Fa,721373,85151,115175,41029,327600,130010,17670,4345373,63938,NA,40,36,NA
Bonneville,2023-10-31,Fa,721481,85181,115185,41032,327600,130475,17691,4345373,63938,NA,55,36,NA
Bonneville,2023-11-01,Fa,721590,85211,115200,41039,327600,130619,17701,4345373,63938,NA,69,36,NA
Bonneville,2023-11-02,Fa,721765,85234,115204,41041,327600,130753,17714,4345373,63937,NA,89,36,NA
Bonneville,2023-11-03,Fa,721808,85235,115224,41041,327600,130917,17737,4345373,63937,NA,127,36,NA
Bonneville,2023-11-04,Fa,721891,85248,115267,41057,327600,131065,17752,4345373,63937,NA,165,36,NA
Bonneville,2023-11-05,Fa,721952,85267,115297,41065,327600,131312,17778,4345373,63939,NA,226,36,NA
Bonneville,2023-11-06,Fa,722007,85266,115312,41082,327600,131463,17784,4345373,63939,NA,242,36,NA
Bonneville,2023-11-07,Fa,722031,85269,115337,41097,327600,131666,17788,4345373,63939,NA,282,36,NA
Bonneville,2023-11-08,Fa,722075,85280,115392,41131,327600,131802,17801,4345373,63939,NA,309,36,NA
Bonneville,2023-11-09,Fa,722115,85278,115422,41151,327600,131849,17803,4345373,63939,NA,346,36,NA
Bonneville,2023-11-10,Fa,722150,85280,115440,41159,327600,131876,17805,4345373,63939,NA,370,36,NA
Bonneville,2023-11-11,Fa,722167,85285,115461,41182,327600,131914,17807,4345373,63939,NA,394,36,NA
Bonneville,2023-11-12,Fa,722185,85289,115474,41189,327600,131918,17810,4345373,63939,NA,420,36,NA
Bonneville,2023-11-13,Fa,722198,85292,115479,41191,327600,131936,17812,4345373,63939,NA,445,36,NA
Bonneville,2023-11-14,Fa,722199,85301,115491,41195,327600,131949,17811,4345373,63939,NA,450,36,NA
Bonneville,2023-11-15,Fa,722211,85306,115498,41202,327600,131955,17813,4345373,63939,NA,466,36,NA
Bonneville,2023-11-16,NA,722216,85306,115508,41206,327600,131961,17813,4345373,63939,NA,484,36,NA
Bonneville,2023-11-17,NA,722220,85304,115513,41209,327600,131967,17813,4345373,63939,NA,514,36,NA
Bonneville,2023-11-18,NA,722227,85304,115510,41212,327600,131994,17813,4345373,63939,NA,541,36,NA
Bonneville,2023-11-19,NA,722227,85305,115522,41214,327600,132009,17814,4345373,63939,NA,552,36,NA
Bonneville,2023-11-20,NA,722237,85308,115529,41215,327600,132019,17814,4345373,63939,NA,563,36,NA
Bonneville,2023-11-21,NA,722244,85310,115533,41219,327600,132021,17816,4345373,63939,NA,570,36,NA
Bonneville,2023-11-22,NA,722248,85311,115536,41225,327600,132027,17816,4345373,63939,NA,585,36,NA
Bonneville,2023-11-23,NA,722254,85312,115544,41232,327600,132028,17817,4345373,63939,NA,590,36,NA
Bonneville,2023-11-24,NA,722256,85313,115552,41236,327600,132032,17819,4345373,63939,NA,594,36,NA
Bonneville,2023-11-25,NA,722255,85315,115557,41239,327600,132032,17822,4345373,63939,NA,600,36,NA
Bonneville,2023-11-26,NA,722258,85315,115563,41242,327600,132044,17822,4345373,63939,NA,602,36,NA
Bonneville,2023-11-27,NA,722260,85315,115571,41248,327600,132056,17823,4345373,63939,NA,606,36,NA
Bonneville,2023-11-28,NA,722258,85315,115581,41252,327600,132062,17823,4345373,63939,NA,606,36,NA
Bonneville,2023-11-29,NA,722258,85316,115589,41256,327600,132067,17822,4345373,63939,NA,610,36,NA
Bonneville,2023-11-30,NA,722260,85316,115603,41262,327600,132066,17823,4345373,63939,NA,612,36,NA
Bonneville,2023-12-01,NA,722260,85315,115615,41266,327600,132065,17824,4345373,63939,NA,612,36,NA
Bonneville,2023-12-02,NA,722260,85314,115622,41270,327600,132071,17824,4345373,63939,NA,613,36,NA
Bonneville,2023-12-03,NA,722258,85313,115638,41273,327600,132101,17825,4345373,63939,NA,615,36,NA
Bonneville,2023-12-04,NA,722258,85313,115647,41277,327600,132140,17830,4345373,63939,NA,614,36,NA
Bonneville,2023-12-05,NA,722259,85314,115632,41263,327600,132164,17830,4345373,63939,NA,614,36,NA
Bonneville,2023-12-06,NA,722259,85314,115613,41257,327600,132168,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-07,NA,722262,85314,115621,41258,327600,132179,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-08,NA,722265,85316,115619,41260,327600,132180,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-09,NA,722266,85317,115647,41273,327600,132180,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-10,NA,722267,85319,115662,41280,327600,132183,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-11,NA,722269,85320,115684,41290,327600,132180,17828,4345373,63939,NA,614,36,NA
Bonneville,2023-12-12,NA,722271,85320,115709,41303,327600,132179,17828,4345373,63939,NA,614,36,NA
Bonneville,2023-12-13,NA,722271,85321,115717,41308,327600,132179,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-14,NA,722270,85322,115726,41312,327600,132179,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-15,NA,722269,85322,115738,41319,327600,132179,17829,4345373,63939,NA,614,36,NA
Bonneville,2023-12-16,NA,722270,85322,115758,41330,327600,132178,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-17,NA,722270,85322,115776,41338,327600,132178,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-18,NA,722270,85322,115796,41345,327600,132179,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-19,NA,722270,85322,115810,41349,327600,132179,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-20,NA,722270,85323,115833,41352,327600,132179,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-21,NA,722270,85323,115841,41356,327600,132179,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-22,NA,722270,85323,115863,41367,327600,132179,17829,4345373,63938,NA,615,36,NA
Bonneville,2023-12-23,NA,722270,85323,115877,41369,327600,132179,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-24,NA,722270,85323,115893,41376,327600,132179,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-25,NA,722270,85322,115921,41387,327600,132179,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-26,NA,722270,85323,115941,41395,327600,132179,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-27,NA,722270,85323,115952,41396,327600,132178,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-28,NA,722270,85324,115969,41402,327600,132178,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-29,NA,722270,85324,115985,41407,327600,132177,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-30,NA,722270,85324,115998,41411,327600,132177,17829,4345373,63937,NA,615,36,NA
Bonneville,2023-12-31,NA,722270,85324,116008,41415,327600,132177,17829,4345373,63937,NA,615,36,NA
