Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2023-02-28,NA,2,2,294,112,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-01,NA,2,2,308,121,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-02,NA,2,2,320,125,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-03,NA,2,2,328,130,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-04,NA,2,2,331,134,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-05,NA,2,2,340,141,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-06,NA,2,2,349,146,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-07,NA,2,2,366,155,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-08,NA,2,2,375,161,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-09,NA,2,2,386,168,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-10,NA,2,2,405,177,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-11,NA,2,2,430,185,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-12,NA,2,2,435,187,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-13,NA,2,2,442,191,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-14,NA,2,2,467,195,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-15,Sp,2,2,487,206,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-16,Sp,2,2,532,225,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-17,Sp,3,2,564,236,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-18,Sp,5,3,625,264,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-19,Sp,8,3,678,295,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-20,Sp,10,3,724,311,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-21,Sp,13,3,777,339,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-22,Sp,13,3,818,364,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-23,Sp,14,3,869,391,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-24,Sp,24,3,1047,482,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-25,Sp,32,4,1119,526,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-26,Sp,38,6,1152,542,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-27,Sp,45,6,1182,554,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-28,Sp,50,7,1204,564,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-29,Sp,76,13,1252,586,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-30,Sp,90,18,1278,600,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-03-31,Sp,116,23,1294,608,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-04-01,Sp,165,23,1309,616,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-04-02,Sp,187,23,1334,629,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-04-03,Sp,222,26,1363,647,NA,-15,-1,NA,NA,NA,NA,NA,NA
Bonneville,2023-04-04,Sp,293,25,1378,658,NA,-15,-1,NA,NA,NA,NA,NA,7
Bonneville,2023-04-05,Sp,359,25,1404,671,NA,-15,-1,NA,NA,NA,NA,NA,7.1
Bonneville,2023-04-06,Sp,372,25,1434,690,NA,-15,-1,NA,NA,NA,NA,NA,7.2
Bonneville,2023-04-07,Sp,428,25,1454,703,NA,-15,-1,NA,NA,NA,NA,NA,7.3
Bonneville,2023-04-08,Sp,440,25,1475,714,NA,-15,-1,NA,NA,NA,NA,NA,7.5
Bonneville,2023-04-09,Sp,476,25,1492,719,NA,-15,-1,NA,NA,NA,NA,NA,7.7
Bonneville,2023-04-10,Sp,516,26,1503,724,NA,-15,-1,NA,NA,NA,NA,NA,7.7
Bonneville,2023-04-11,Sp,550,26,1522,734,NA,-15,-1,NA,NA,NA,NA,NA,7.7
Bonneville,2023-04-12,Sp,593,26,1539,744,NA,-15,-1,NA,NA,NA,NA,NA,7.7
Bonneville,2023-04-13,Sp,637,27,1551,748,NA,-15,-1,NA,NA,NA,NA,NA,7.7
Bonneville,2023-04-14,Sp,708,28,1569,754,NA,-15,-1,NA,NA,NA,NA,NA,8
Bonneville,2023-04-15,Sp,777,29,1579,756,NA,-15,-1,NA,NA,NA,NA,NA,8.2
Bonneville,2023-04-16,Sp,830,29,1583,756,NA,-15,-1,NA,NA,NA,NA,NA,8.4
Bonneville,2023-04-17,Sp,920,32,1595,763,NA,-15,-1,NA,NA,NA,NA,NA,8.5
Bonneville,2023-04-18,Sp,977,32,1603,765,NA,-15,-1,NA,NA,NA,NA,NA,8.5
Bonneville,2023-04-19,Sp,1096,32,1607,766,NA,-15,-1,NA,NA,NA,NA,NA,8.6
Bonneville,2023-04-20,Sp,1241,34,1613,770,NA,-15,-1,NA,NA,NA,NA,NA,8.6
Bonneville,2023-04-21,Sp,1629,38,1616,773,NA,-15,-1,NA,NA,NA,NA,NA,8.7
Bonneville,2023-04-22,Sp,2076,41,1622,775,NA,-15,-1,NA,NA,NA,NA,NA,9
Bonneville,2023-04-23,Sp,2880,48,1630,780,NA,-15,-1,NA,NA,NA,NA,NA,9.3
Bonneville,2023-04-24,Sp,4317,71,1641,784,NA,-15,-1,NA,NA,NA,NA,NA,9.6
Bonneville,2023-04-25,Sp,5599,86,1646,784,NA,-15,-1,NA,NA,NA,NA,NA,9.9
Bonneville,2023-04-26,Sp,6814,98,1653,789,NA,-15,-1,NA,NA,NA,NA,NA,10.3
Bonneville,2023-04-27,Sp,8477,122,1653,789,NA,-15,-1,NA,NA,NA,NA,NA,10.6
Bonneville,2023-04-28,Sp,10586,165,1662,795,NA,-15,-1,NA,NA,NA,NA,NA,10.8
Bonneville,2023-04-29,Sp,12442,199,1671,803,NA,-15,-1,NA,NA,NA,NA,NA,11.1
Bonneville,2023-04-30,Sp,14917,240,1677,806,NA,-15,-1,NA,NA,NA,NA,NA,11.2
Bonneville,2023-05-01,Sp,18552,297,1684,809,NA,-15,-1,NA,NA,NA,NA,NA,11.4
Bonneville,2023-05-02,Sp,20764,348,1689,810,NA,-15,-1,NA,NA,NA,NA,NA,11.2
Bonneville,2023-05-03,Sp,22141,395,1698,812,2,-15,-1,NA,NA,NA,NA,NA,11.6
Bonneville,2023-05-04,Sp,23600,455,1705,813,2,-15,-1,NA,NA,NA,NA,NA,11.8
Bonneville,2023-05-05,Sp,24852,508,1715,814,2,-15,-1,NA,1,NA,NA,NA,11.9
Bonneville,2023-05-06,Sp,26766,622,1726,815,3,-15,-1,NA,3,NA,NA,NA,12.1
Bonneville,2023-05-07,Sp,28340,724,1732,818,3,-15,-1,NA,5,NA,NA,NA,12.3
Bonneville,2023-05-08,Sp,32848,943,1733,819,3,-15,-1,NA,11,NA,NA,NA,12.3
Bonneville,2023-05-09,Sp,38652,1223,1737,819,3,-15,-1,NA,12,NA,NA,NA,12.4
Bonneville,2023-05-10,Sp,46625,1729,1740,821,4,-15,-1,NA,12,NA,NA,NA,12.4
Bonneville,2023-05-11,Sp,53829,2249,1749,824,4,-15,-1,NA,14,NA,NA,NA,12.7
Bonneville,2023-05-12,Sp,59881,2746,1756,825,4,-15,-1,NA,33,NA,NA,NA,12.9
Bonneville,2023-05-13,Sp,65084,3202,1762,826,4,-15,-1,27,38,NA,NA,NA,13.2
Bonneville,2023-05-14,Sp,71388,3923,1766,829,4,-15,-1,299,49,NA,NA,NA,13.4
Bonneville,2023-05-15,Sp,77410,4719,1779,832,4,-15,-1,2031,66,NA,NA,NA,13.5
Bonneville,2023-05-16,Sp,83598,5622,1791,836,4,-15,-1,3453,112,NA,NA,NA,13.5
Bonneville,2023-05-17,Sp,86194,6054,1797,837,4,-15,-1,4120,236,NA,NA,NA,13.4
Bonneville,2023-05-18,Sp,88823,6599,1805,840,4,-15,-1,4455,489,NA,NA,NA,13.6
Bonneville,2023-05-19,Sp,91203,7030,1819,843,4,-15,-1,4717,628,NA,NA,NA,13.8
Bonneville,2023-05-20,Sp,93542,7468,1822,843,4,-15,-1,5055,728,NA,NA,NA,14.1
Bonneville,2023-05-21,Sp,96278,7816,1828,845,4,-15,-1,5490,1000,NA,NA,NA,14.3
Bonneville,2023-05-22,Sp,97760,8084,1835,850,4,-15,-1,5624,1164,NA,NA,NA,14
Bonneville,2023-05-23,Sp,99585,8440,1837,849,4,-15,-1,5921,1249,NA,NA,NA,14.1
Bonneville,2023-05-24,Sp,101273,8741,1848,852,4,-15,-1,6841,1437,NA,NA,NA,14.4
Bonneville,2023-05-25,Sp,102852,9027,1857,853,5,-15,-1,19778,1660,NA,NA,NA,14.8
Bonneville,2023-05-26,Sp,104071,9256,1869,862,5,-15,-1,49330,1980,NA,NA,NA,15
Bonneville,2023-05-27,Sp,105213,9401,1881,863,5,-15,-1,66613,2207,NA,NA,NA,15
Bonneville,2023-05-28,Sp,106371,9583,1893,865,6,-15,-1,81415,2357,NA,NA,NA,15
Bonneville,2023-05-29,Sp,107198,9742,1908,867,11,-15,-1,95875,2446,NA,NA,NA,15.1
Bonneville,2023-05-30,Sp,108593,9961,1921,871,19,-15,-1,113366,2713,NA,NA,NA,15.2
Bonneville,2023-05-31,Sp,109966,10133,1943,878,32,-15,-1,139582,2915,NA,NA,NA,15.1
Bonneville,2023-06-01,Su,111416,10310,1961,880,48,-15,-1,159662,3106,NA,NA,NA,15.2
Bonneville,2023-06-02,Su,112506,10463,1974,885,81,-15,-1,189815,3461,NA,NA,NA,15.5
Bonneville,2023-06-03,Su,113749,10628,1990,891,137,-15,-1,246380,3995,NA,NA,NA,15.8
Bonneville,2023-06-04,Su,115198,10805,2020,898,200,-15,-1,325380,4660,NA,NA,NA,16
Bonneville,2023-06-05,Su,117015,10999,2041,907,347,-15,-1,457292,5223,NA,NA,NA,16.2
Bonneville,2023-06-06,Su,118697,11177,2069,917,542,-15,-1,543585,5530,NA,NA,NA,16.5
Bonneville,2023-06-07,Su,120764,11355,2092,928,758,-15,-1,651765,6072,NA,NA,NA,16.9
Bonneville,2023-06-08,Su,122670,11527,2115,936,956,-15,-1,756808,6565,NA,NA,NA,17
Bonneville,2023-06-09,Su,124903,11683,2132,943,1106,-15,-1,821290,6878,NA,NA,NA,16.9
Bonneville,2023-06-10,Su,126812,11852,2155,953,1538,-15,-1,937702,7076,NA,NA,NA,16.8
Bonneville,2023-06-11,Su,128375,11986,2182,972,2235,-15,-1,1102458,7498,NA,NA,NA,17.1
Bonneville,2023-06-12,Su,130113,12159,2209,987,3580,-15,-1,1320140,9865,NA,NA,NA,17.6
Bonneville,2023-06-13,Su,132755,12442,2253,1008,6060,-15,-1,1554039,13307,NA,NA,NA,18
Bonneville,2023-06-14,Su,134985,12649,2295,1027,8055,-15,-1,1733686,15736,NA,NA,NA,17.8
Bonneville,2023-06-15,Su,136786,12825,2360,1050,10554,-15,-1,1830575,16360,NA,NA,NA,17.5
Bonneville,2023-06-16,Su,139877,13149,2425,1077,14786,-15,-1,1924949,16798,NA,NA,NA,17.5
Bonneville,2023-06-17,Su,142002,13389,2493,1104,21178,-15,-1,2097092,17438,NA,NA,NA,17.7
Bonneville,2023-06-18,Su,143687,13592,2560,1140,29182,-15,-1,2225457,18026,NA,NA,NA,17.7
Bonneville,2023-06-19,Su,144779,13740,2618,1157,38326,-15,-1,2346742,18954,NA,NA,NA,17.5
Bonneville,2023-06-20,Su,146338,13911,2713,1211,48846,-15,-1,2540038,19359,NA,NA,NA,17.4
Bonneville,2023-06-21,Su,148364,14130,2807,1259,59948,-15,-1,2792012,19871,NA,NA,NA,17.5
Bonneville,2023-06-22,Su,150391,14317,2902,1305,69851,-15,-1,3083625,21007,NA,NA,NA,17.9
Bonneville,2023-06-23,Su,152650,14543,3032,1375,79885,-15,-1,3298281,22655,NA,NA,NA,18.2
Bonneville,2023-06-24,Su,154765,14762,3180,1449,91347,-15,-1,3486814,24569,NA,NA,NA,18.6
Bonneville,2023-06-25,Su,156938,15041,3380,1532,105136,-15,-1,3667065,25544,NA,NA,NA,18.8
Bonneville,2023-06-26,Su,158988,15259,3554,1628,121858,-15,-1,3827986,26526,NA,NA,NA,18.9
Bonneville,2023-06-27,Su,160644,15467,3751,1725,138537,-15,-1,3928556,28206,NA,NA,NA,18.7
Bonneville,2023-06-28,Su,162538,15776,3962,1821,157617,-15,-1,3991625,28871,NA,NA,NA,18.7
Bonneville,2023-06-29,Su,164196,16018,4221,1944,174894,-15,-1,4051024,29496,NA,NA,NA,18.9
Bonneville,2023-06-30,Su,166035,16341,4498,2106,192749,-15,-1,4098821,30368,NA,NA,NA,19.1
Bonneville,2023-07-01,Su,167646,16570,4879,2310,210773,-15,-1,4144253,30959,NA,NA,NA,19.3
Bonneville,2023-07-02,Su,169073,16809,5292,2510,226528,-15,-1,4182483,31618,NA,NA,NA,19.4
Bonneville,2023-07-03,Su,170361,17043,5678,2695,240388,-15,-1,4223070,32163,NA,NA,NA,19.6
Bonneville,2023-07-04,Su,171781,17281,6174,2976,252903,-15,-1,4256955,32850,NA,NA,NA,19.8
Bonneville,2023-07-05,Su,172969,17473,6735,3286,264004,-15,-1,4280963,34162,NA,NA,NA,20.1
Bonneville,2023-07-06,Su,173968,17658,7346,3619,273300,-15,-1,4298704,35662,NA,NA,NA,20.6
Bonneville,2023-07-07,Su,174947,17801,7950,3934,280874,-15,-1,4307891,37174,NA,NA,NA,20.8
Bonneville,2023-07-08,Su,175772,17954,8673,4311,288946,-15,-1,4314516,38070,NA,NA,NA,20.7
Bonneville,2023-07-09,Su,176523,18089,9391,4734,294813,-15,-1,4320034,39028,NA,NA,NA,20.8
Bonneville,2023-07-10,Su,177256,18220,10099,5126,300350,-15,-1,4324496,40250,NA,NA,NA,20.6
Bonneville,2023-07-11,Su,178093,18373,10966,5629,305651,-15,-1,4327484,40992,NA,NA,NA,20.5
Bonneville,2023-07-12,Su,178956,18532,11954,6144,310302,-15,-1,4330679,41614,NA,NA,NA,20.6
Bonneville,2023-07-13,Su,179672,18664,12880,6634,314179,-15,-1,4332753,42515,NA,NA,NA,21
Bonneville,2023-07-14,Su,180381,18815,13925,7178,316874,-15,-1,4334367,43896,NA,NA,NA,21.3
Bonneville,2023-07-15,Su,181104,18960,15217,7755,318900,-15,-1,4336429,46292,NA,NA,NA,21.7
Bonneville,2023-07-16,Su,181838,19066,16579,8441,320520,-15,-1,4337765,47699,NA,NA,NA,21.9
Bonneville,2023-07-17,Su,182593,19178,18055,9178,322079,-15,-1,4339072,48999,NA,NA,NA,21.7
Bonneville,2023-07-18,Su,183186,19252,19214,9751,322955,-15,-1,4339608,49719,NA,NA,NA,21.8
Bonneville,2023-07-19,Su,183834,19352,20121,10186,323787,-15,-1,4340130,50449,NA,NA,NA,21.9
Bonneville,2023-07-20,Su,184395,19425,21031,10633,324453,-15,-1,4340883,51369,NA,NA,NA,21.8
Bonneville,2023-07-21,Su,184906,19497,21992,11162,325047,-15,-1,4341229,52077,NA,NA,NA,21.9
Bonneville,2023-07-22,Su,185346,19571,22875,11613,325473,-15,-1,4341546,52876,NA,NA,NA,22.1
Bonneville,2023-07-23,Su,185829,19658,23760,12052,325835,-15,-1,4341933,54005,NA,NA,NA,22.4
Bonneville,2023-07-24,Su,186236,19713,24599,12486,326171,-15,-1,4342482,54789,NA,NA,NA,22.3
Bonneville,2023-07-25,Su,186556,19766,25415,12912,326391,-15,-1,4342900,55195,NA,NA,NA,22
Bonneville,2023-07-26,Su,186891,19824,26185,13314,326552,-15,-1,4343285,55510,NA,NA,NA,22.1
Bonneville,2023-07-27,Su,187128,19873,26784,13639,326708,-15,-1,4343569,56000,NA,NA,NA,21.9
Bonneville,2023-07-28,Su,187568,19935,27364,13971,326903,-15,-1,4343701,56311,NA,NA,NA,21.9
Bonneville,2023-07-29,Su,188241,20002,28153,14410,327032,-15,-1,4343836,56747,NA,NA,NA,22
Bonneville,2023-07-30,Su,188726,20092,29276,15042,327144,-15,-1,4343997,57038,NA,NA,NA,21.8
Bonneville,2023-07-31,Su,189225,20145,30780,15799,327198,-15,-1,4344128,57308,NA,NA,NA,21.8
Bonneville,2023-08-01,Fa,189772,20228,32091,16414,327267,-15,-1,4344224,57438,NA,NA,NA,21.8
Bonneville,2023-08-02,Fa,190467,20351,33567,17116,327311,-15,-1,4344297,57609,NA,NA,NA,21.8
Bonneville,2023-08-03,Fa,191351,20470,35012,17792,327353,-14,-1,4344339,57780,NA,NA,NA,21.7
Bonneville,2023-08-04,Fa,192269,20601,36936,18562,327390,-12,1,4344375,57944,NA,NA,NA,21.7
Bonneville,2023-08-05,Fa,192888,20647,38737,19208,327445,-10,2,4344479,58098,NA,NA,NA,21.7
Bonneville,2023-08-06,Fa,193511,20701,41004,20167,327473,-4,5,4344550,58318,NA,NA,NA,21.7
Bonneville,2023-08-07,Fa,193988,20748,42836,20889,327488,-5,8,4344624,58527,NA,NA,NA,21.7
Bonneville,2023-08-08,Fa,194372,20814,44647,21606,327494,-2,10,4344691,58738,NA,NA,NA,21.8
Bonneville,2023-08-09,Fa,195454,20901,46784,22481,327515,NA,13,4344748,59237,NA,NA,NA,21.8
Bonneville,2023-08-10,Fa,196912,20996,48649,23217,327533,6,17,4344786,59537,NA,NA,NA,21.9
Bonneville,2023-08-11,Fa,198083,21104,50754,23994,327543,12,23,4344817,59797,NA,NA,NA,21.8
Bonneville,2023-08-12,Fa,199153,21189,52671,24635,327548,18,25,4344866,59972,NA,NA,NA,21.9
Bonneville,2023-08-13,Fa,200754,21313,54031,25109,327555,31,33,4344906,60194,NA,NA,NA,22.1
Bonneville,2023-08-14,Fa,203191,21521,55528,25596,327560,101,48,4344990,60542,NA,NA,NA,22.4
Bonneville,2023-08-15,Fa,206200,21806,57610,26254,327569,175,64,4345030,61045,NA,NA,NA,22.6
Bonneville,2023-08-16,Fa,208276,22046,59920,26980,327576,231,72,4345070,61492,NA,NA,NA,22.9
Bonneville,2023-08-17,Fa,208941,22127,61384,27447,327575,244,75,4345147,61921,NA,NA,NA,22.9
Bonneville,2023-08-18,Fa,209489,22187,62247,27680,327575,249,75,4345166,62219,NA,NA,NA,22.4
Bonneville,2023-08-19,Fa,210216,22257,62843,27861,327576,259,78,4345191,62423,NA,NA,NA,21.9
Bonneville,2023-08-20,Fa,212006,22423,63442,28073,327576,278,80,4345212,62476,NA,NA,NA,21.7
Bonneville,2023-08-21,Fa,215895,22772,64165,28320,327576,331,87,4345238,62520,NA,NA,NA,21.6
Bonneville,2023-08-22,Fa,224004,23594,65138,28630,327576,491,117,4345252,62614,NA,NA,NA,21.4
Bonneville,2023-08-23,Fa,230033,24280,66516,29032,327577,717,147,4345257,62655,NA,NA,NA,21.6
Bonneville,2023-08-24,Fa,232989,24716,67766,29392,327577,895,167,4345266,62709,NA,NA,NA,21.6
Bonneville,2023-08-25,Fa,236598,25146,68761,29657,327579,1320,220,4345286,62811,NA,NA,NA,21.7
Bonneville,2023-08-26,Fa,253670,26690,70188,30024,327580,3493,433,4345323,62894,NA,NA,NA,22
Bonneville,2023-08-27,Fa,275139,28194,72084,30402,327580,5583,699,4345328,63039,NA,NA,2,22.2
Bonneville,2023-08-28,Fa,286670,29349,73470,30736,327587,6606,827,4345343,63182,NA,NA,2,22.1
Bonneville,2023-08-29,Fa,300683,30459,74432,30998,327588,7310,931,4345351,63265,NA,NA,2,21.7
Bonneville,2023-08-30,Fa,317817,32241,75532,31321,327588,8297,1043,4345359,63298,NA,NA,2,21.5
Bonneville,2023-08-31,Fa,330076,33479,76483,31606,327588,10000,1170,4345373,63334,NA,NA,6,21.4
Bonneville,2023-09-01,Fa,371586,37742,79575,32341,327589,19164,1590,4345373,63423,NA,NA,6,21.4
Bonneville,2023-09-02,Fa,400421,40415,83793,33244,327589,27572,2040,4345373,63497,NA,NA,7,21.1
Bonneville,2023-09-03,Fa,413937,41875,86519,33837,327589,32894,2377,4345373,63558,NA,NA,10,21.1
Bonneville,2023-09-04,Fa,425963,43121,88175,34181,327596,36851,2701,4345373,63604,NA,NA,10,20.7
Bonneville,2023-09-05,Fa,434176,43878,89222,34388,327596,39312,3079,4345373,63651,NA,NA,12,20.4
Bonneville,2023-09-06,Fa,441024,44603,90286,34641,327596,40965,3357,4345373,63677,NA,NA,12,20.3
Bonneville,2023-09-07,Fa,460794,46459,91690,34996,327596,46215,4078,4345373,63702,NA,NA,12,20.2
Bonneville,2023-09-08,Fa,490746,49155,93716,35548,327596,51744,4593,4345373,63710,NA,NA,13,20.3
Bonneville,2023-09-09,Fa,511798,51225,95180,35931,327596,55974,4933,4345373,63747,NA,NA,14,20.2
Bonneville,2023-09-10,Fa,530746,53065,96483,36240,327600,60168,5364,4345373,63760,NA,NA,16,20.2
Bonneville,2023-09-11,Fa,551272,55114,97755,36566,327600,63539,5756,4345373,63781,NA,NA,18,20.3
Bonneville,2023-09-12,Fa,569785,57185,99067,36875,327600,67243,6104,4345373,63780,NA,NA,19,20.3
Bonneville,2023-09-13,Fa,583502,58756,100401,37176,327600,69962,6371,4345373,63790,NA,NA,21,20.3
